bangla,english,santali
আমাদের রোগ গুরুত্বপূর্ণ।,Our illness is important.,alɛaʔ ɾu̯͡ɘ d̪ɔ ɟɘɾuɽa.
আমাদের প্রকার নতুন।,Our kinds is new.,alɛaʔ bʰə̃t d̪ɔ nɔwaa.
কুয়ায় একটি ফ্যাথম আছে।,There is a fathom in the well.,kuɲɾɛ aɾpa menaa.
গতকাল তারা ঔষধ কিনে গ্রামে আসবে।,"Yesterday, they buy the medicine and then come to the village.",hɔlaɾɛ oŋko ɾan kiɾiɲkat̪ɛ at̪oɾɛ hiɟuʔa.
কুয়ায় একটি ব্যবসায়ী আছে।,There is a trader in the well.,kuɲɾɛ bepaɾi menaa.
তোমাদের অশান্তি গুরুত্বপূর্ণ।,Your unrest is important.,apɛaʔ bɛtʰiɾ d̪ɔ ɟɘɾuɽa.
সে লজ্জা দেখবে।,He/she will see the shame.,uni d̪ɔ bʰɔɾɔm ɲɛla.
উঠানে একটি আসা-যাওয়া আছে।,There is a coming & going in the courtyard of house.,bəteɾɛ ana gona menaa.
বিস্তীর্ণ ভূমিে একটি ছুতার আছে।,There is a carpenter in the wide expanse of land.,bilənɾɛ bəɖʰi menaa.
তুমি ফ্যাথম দেখেছিলে।,You saw the fathom.,amɛm aɾpa ɲɛlkeda.
আমার পা নতুন।,My leg is new.,iɲaʔ ɟaŋga d̪ɔ nɔwaa.
সেই সময় আমরা পরিমাপ দেখে নদীতে আসব।,"At that time, we see the measure and then come to the river.",ɔkt̪ɛɾɛ alɛ ae̯ ɲɛlkat̪ɛ gaɖaɾɛ hiɟuʔa.
অকাল জন্মটি পরিষ্কার।,The premature birth is clean.,adpakolia d̪ɔ sapʰaa.
তোমার কাজ নতুন।,Your work is new.,amaʔ kɘmi d̪ɔ nɔwaa.
গতকাল তারা ভাষা পড়ে শহরে আসবে।,"Yesterday, they study the language and then come to the town.",hɔlaɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ hiɟuʔa.
সেই সময় তারা ভাষা পড়ে হ্রদে কাজ করবে।,"At that time, they study the language and then work in the lake.",ɔkt̪ɛɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ ɟɔlaɾɛ kɘmia.
ছুতারটি গুরুত্বপূর্ণ।,The carpenter is important.,bəɖʰi d̪ɔ ɟɘɾuɽa.
আমরা অভিযোগকারী দেখব।,We will see the accuser.,alɛ d̪ɔ bədi ɲɛla.
জারজটি আনন্দের।,The bastard is happy.,bidʰuə̯ d̪ɔ ɾɘskɘa.
তাদের স্কুল গুরুত্বপূর্ণ।,Their school is important.,oŋkoaʔ iskul d̪ɔ ɟɘɾuɽa.
আমি অজ্ঞতা দেখব না।,I do not see the ignorance.,iɲ d̪ɔ bʰut͡ʃ bɘɲ ɲɛla.
অপচয়টি নতুন।,The waste is new.,apt͡ʃo d̪ɔ nɔwaa.
গতকাল তুমি ভাষা লিখে নদীতে যাবে।,"Yesterday, you write the language and then go to the river.",hɔlaɾɛ am pɘɾsi ɔlɔʔkat̪ɛ gaɖaɾɛ calaʔa.
বাসস্থানে একটি শুকর আছে।,There is a pig in the residence.,basaɾɛ suk̚ɾi menaa.
সেই সময় তোমরা মাছ কিনে হ্রদে আসবে।,"At that time, you all buy the fish and then come to the lake.",ɔkt̪ɛɾɛ apɛ haku kiɾiɲkat̪ɛ ɟɔlaɾɛ hiɟuʔa.
পাড়াে একটি বেঞ্চ আছে।,There is a bench in the neighbourhood.,aɖe paseɾɛ beɲt͡ʃ menaa.
পাড়াে একটি জারজ আছে।,There is a bastard in the neighbourhood.,aɖe paseɾɛ bidʰuə̯ menaa.
সকালে তারা ভাষা পড়ে কুয়ায় কাজ করবে।,"In the morning, they study the language and then work in the well.",sɛt̪aʔɾɛ oŋko pɘɾsi paɽha͡o̯kat̪ɛ kuɲɾɛ kɘmia.
বাসস্থানে একটি রোগ আছে।,There is an illness in the residence.,basaɾɛ ɾu̯͡ɘ menaa.
আজ তারা ঔষধ কিনে নদীতে কাজ করবে।,"Today, they buy the medicine and then work in the river.",t̪eheɲɾɛ oŋko ɾan kiɾiɲkat̪ɛ gaɖaɾɛ kɘmia.
সেই সময় তোমরা ভাষা পড়ে কুয়ায় খেলবে।,"At that time, you all study the language and then play in the well.",ɔkt̪ɛɾɛ apɛ pɘɾsi paɽha͡o̯kat̪ɛ kuɲɾɛ gat̪ea.
তোমাদের জারজ আনন্দের।,Your bastard is happy.,apɛaʔ bidʰuə̯ d̪ɔ ɾɘskɘa.
ভানটি পরিষ্কার।,The pretence is clean.,aɽsa d̪ɔ sapʰaa.
আমাদের জোনাকি পরিষ্কার।,Our firefly is clean.,alɛaʔ bakd͡ʒunu d̪ɔ sapʰaa.
আমরা ব্যাগ দেখব।,We will see the bag.,alɛ d̪ɔ bɛg ɲɛla.
তারা বকেয়া দেখেছে।,They have seen the arrears.,oŋko d̪ɔ bəki ɲɛlakada.
গাড়ির চাকায় লাগানো খিলটি পরিষ্কার।,The cog put before a cartwheel is clean.,baɳdʰi d̪ɔ sapʰaa.
আমি বারান্দা দেখব না।,I do not see the verandah.,iɲ d̪ɔ baɾaɳda bɘɲ ɲɛla.
তার দেবতা ভালো।,His/her deity is good.,uniaʔ bʰokta d̪ɔ mɔ̃ɟa.
তোমাদের বাদ পড়া ভালো।,Your omission is good.,apɛaʔ bʰul t͡ʃuk d̪ɔ mɔ̃ɟa.
আজ তারা ভাষা লিখে হ্রদে যাবে।,"Today, they write the language and then go to the lake.",t̪eheɲɾɛ oŋko pɘɾsi ɔlɔʔkat̪ɛ ɟɔlaɾɛ calaʔa.
গতকাল আমি ঔষধ কিনে শহরে কাজ করব।,"Yesterday, I buy the medicine and then work in the town.",hɔlaɾɛ iɲ ɾan kiɾiɲkat̪ɛ sɔhɔɽɾɛ kɘmia.
সেই সময় আমি পানি পান করে গ্রামে কাজ করব।,"At that time, I drink the water and then work in the village.",ɔkt̪ɛɾɛ iɲ d̪aʔ ɲukat̪ɛ at̪oɾɛ kɘmia.
সকালে আমরা দুধ পান করে কুয়ায় যাব।,"In the morning, we drink the milk and then go to the well.",sɛt̪aʔɾɛ alɛ t̪o̯͡a ɲukat̪ɛ kuɲɾɛ calaʔa.
তারা বালতি দেখেছিল।,They saw the bucket.,oŋkoko bəlʈi ɲɛlkeda.
বাসস্থানে একটি পাল (নৌকার) আছে।,There is a sail in the residence.,basaɾɛ baɖɔm menaa.
ফুলটি ভালো।,The flower is good.,baha d̪ɔ mɔ̃ɟa.
সকালে আমরা মাছ কিনে স্কুলে খেলব।,"In the morning, we buy the fish and then play in the school.",sɛt̪aʔɾɛ alɛ haku kiɾiɲkat̪ɛ iskulɾɛ gat̪ea.
"তুমি কথা পড়বে, কিন্তু ভাষা পড়বে না।","You will study the word, but do not study the language.",am d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan pɘɾsi bam paɽha͡o̯a.
সে জাদুবিদ্যা দেখেছিল।,He/she saw the sorcery.,unii̯ ban ɲɛlkeda.
সকালে তুমি কথা লিখে কুয়ায় খেলবে।,"In the morning, you write the word and then play in the well.",sɛt̪aʔɾɛ am kat̪ʰa ɔlɔʔkat̪ɛ kuɲɾɛ gat̪ea.
সেই সময় তারা সন্ধ্যা দেখে হ্রদে আসবে।,"At that time, they see the evening and then come to the lake.",ɔkt̪ɛɾɛ oŋko əjup̕ ɲɛlkat̪ɛ ɟɔlaɾɛ hiɟuʔa.
গতকাল সে দুধ পান করে নদীতে যাবে।,"Yesterday, he/she drink the milk and then go to the river.",hɔlaɾɛ uni t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ calaʔa.
তার বিদেশী আনন্দের।,His/her foreigner is happy.,uniaʔ bidesiə̯ d̪ɔ ɾɘskɘa.
আমার মাফ (হাতঢাকা) ভালো।,My muff is good.,iɲaʔ bembʰa d̪ɔ mɔ̃ɟa.
উঠানে একটি প্রতিবেশী আছে।,There is a neighbours in the courtyard of house.,bəteɾɛ aɖepaseɾenko menaa.
আমাদের অকাল জন্ম ভালো।,Our premature birth is good.,alɛaʔ adpakolia d̪ɔ mɔ̃ɟa.
তোমার ছবি গুরুত্বপূর্ণ।,Your photo is important.,amaʔ pʰɔʈɔ d̪ɔ ɟɘɾuɽa.
তার পদ্য পরিষ্কার।,His/her verse is clean.,uniaʔ ae̯t d̪ɔ sapʰaa.
দোষটি নতুন।,The fault is new.,əpəi̯ d̪ɔ nɔwaa.
তোমার বেল্টের ক্ল্যাপ পরিষ্কার।,Your belt clasp is clean.,amaʔ bəkuk̕ d̪ɔ sapʰaa.
গতকাল আমরা মোবাইল ফোন কিনে বাড়িতে যাব।,"Yesterday, we buy the mobile phone and then go to the house.",hɔlaɾɛ alɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ ɔɽaʔɾɛ calaʔa.
তার বাজার পরিষ্কার।,His/her bazaar is clean.,uniaʔ bad͡ʒaɾ d̪ɔ sapʰaa.
তুমি বিরক্তি দেখেছিলে।,You saw the annoyance.,amɛm əɽis ɲɛlkeda.
"তুমি ঔষধ কিনবে, কিন্তু ঔষধ কিনবে না।","You will buy the medicine, but do not buy the medicine.",am d̪ɔ ɾan kiɾiɲa mɛnkʰan ɾan bam kiɾiɲa.
বাসস্থানে একটি গান আছে।,There is a song in the dwelling place.,basɾɛ seɾeɲ menaa.
বাসস্থানে একটি পাঠ আছে।,There is a lesson in the residence.,basaɾɛ sikʰnɘt̪ menaa.
"তুমি মা সাহায্য করবে, কিন্তু মানুষ সাহায্য করবে না।","You will help the mother, but do not help the person.",am d̪ɔ gɔgɔ gɔɽɔa mɛnkʰan hɔɽ bam gɔɽɔa.
গুহাে একটি বাজার আছে।,There is a bazaar in the cave.,bʰugək̕ɾɛ bad͡ʒaɾ menaa.
আমি বাজার ও ব্যাকরণ দেখব।,I will see the bazaar and the grammar.,iɲ d̪ɔ bad͡ʒaɾ aɾ bejakaɾan ɲɛla.
আমি লজ্জা দেখব।,I will see the shame.,iɲ d̪ɔ bʰɔɾɔm ɲɛla.
সকালে আমি কথা পড়ে বাড়িতে খেলব।,"In the morning, I study the word and then play in the house.",sɛt̪aʔɾɛ iɲ kat̪ʰa paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ gat̪ea.
আজ আমি বালিশ দেখে নদীতে আসব।,"Today, I see the pillow and then come to the river.",t̪eheɲɾɛ iɲ bəlis ɲɛlkat̪ɛ gaɖaɾɛ hiɟuʔa.
আমি ছোট কুঠার ও শ্রাইক পাখি দেখব।,I will see the small adze and the shrike.,iɲ d̪ɔ bəslə aɾ bagʰa kɛɾkeʈa ɲɛla.
আমি শ্বাস ও অপচয় দেখব।,I will see the breath and the waste.,iɲ d̪ɔ bao̯ aɾ apt͡ʃo ɲɛla.
তোমার পরাজয় ভালো।,Your beating is good.,amaʔ alao̯ d̪ɔ mɔ̃ɟa.
গতকাল আমরা ভাষা পড়ে বাড়িতে আসব।,"Yesterday, we study the language and then come to the house.",hɔlaɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ hiɟuʔa.
উলটি পরিষ্কার।,The wool is clean.,bʰiɖi up̕ d̪ɔ sapʰaa.
ইংল্যান্ডে একটি মাথা ঘোরা আছে।,There is a vertigo in the england.,bilətɾɛ bʰãoɾi menaa.
আমার পিঁপড়া ভালো।,My ant is good.,iɲaʔ muc̚ʔ d̪ɔ mɔ̃ɟa.
গতকাল তারা মাছ কিনে গ্রামে যাবে।,"Yesterday, they buy the fish and then go to the village.",hɔlaɾɛ oŋko haku kiɾiɲkat̪ɛ at̪oɾɛ calaʔa.
আমি জিহ্বা দেখেছিলাম।,I saw the tongue.,iɲiɲ alaŋ ɲɛlkeda.
"সে মধু খাবে, কিন্তু খাবার খাবে না।","He/she will eat the honey, but does not eat the food.",uni d̪ɔ ɲɛlɛɾasa ɟɔma mɛnkʰan ɟɔmaʔ bai̯ ɟɔma.
তার বাদ পড়া পরিষ্কার।,His/her omission is clean.,uniaʔ bʰul t͡ʃuk d̪ɔ sapʰaa.
সেই সময় সে কথা পড়ে কুয়ায় যাবে।,"At that time, he/she study the word and then go to the well.",ɔkt̪ɛɾɛ uni kat̪ʰa paɽha͡o̯kat̪ɛ kuɲɾɛ calaʔa.
তার স্কুল পরিষ্কার।,His/her school is clean.,uniaʔ iskul d̪ɔ sapʰaa.
শোকটি গুরুত্বপূর্ণ।,The grief is important.,bedna d̪ɔ ɟɘɾuɽa.
গ্রামে একটি অনুচিত আচরণ আছে।,There is an impropriety in the village.,at̪oɾɛ baŋ ganok̕ak̕ menaa.
তোমরা পিঁপড়া দেখেছিলে।,You all saw the ant.,apɛpɛ muc̚ʔ ɲɛlkeda.
দুইটি পরিষ্কার।,The two is clean.,baɾ d̪ɔ sapʰaa.
ভাদ্র মাসটি ভালো।,The august-september is good.,bʰadɔɾ d̪ɔ mɔ̃ɟa.
আমাদের রক্তমূত্র গুরুত্বপূর্ণ।,Our haematuria is important.,alɛaʔ aɾak̕ d͡ʒʰaɾ d̪ɔ ɟɘɾuɽa.
তোমার হরিণ ভালো।,Your buck is good.,amaʔ badaɾ d̪ɔ mɔ̃ɟa.
গতকাল তোমরা মোবাইল ফোন কিনে গ্রামে কাজ করবে।,"Yesterday, you all buy the mobile phone and then work in the village.",hɔlaɾɛ apɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ at̪oɾɛ kɘmia.
বাসস্থানে একটি সতর্কবাণী আছে।,There is an alarm in the dwelling place.,basɾɛ bʰāe menaa.
সেই সময় তুমি মাছ কিনে কুয়ায় খেলবে।,"At that time, you buy the fish and then play in the well.",ɔkt̪ɛɾɛ am haku kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.
আমরা গবাদিপশুর পাতলা পায়খানা ও দেওয়াল দেখব।,We will see the scouring in cattle and the wall.,alɛ d̪ɔ aɽhəi̯ə aɾ bʰit ɲɛla.
স্কুলে একটি বেঁকানো যন্ত্র আছে।,There is a brace for boring in the school.,iskulɾɛ bʰãoɾa menaa.
নিকটবর্তী এলাকাে একটি বেত গাছ আছে।,There is a rattan in the vicinity.,aɖe ʈolaɾɛ bɛ̃t menaa.
বাসস্থানে একটি পক্ষাঘাত আছে।,There is a hemiplegia in the dwelling place.,basɾɛ aɾdʰəŋgi menaa.
গতকাল তুমি দুধ পান করে শহরে খেলবে।,"Yesterday, you drink the milk and then play in the town.",hɔlaɾɛ am t̪o̯͡a ɲukat̪ɛ sɔhɔɽɾɛ gat̪ea.
তার পাঠ গুরুত্বপূর্ণ।,His/her lesson is important.,uniaʔ sikʰnɘt̪ d̪ɔ ɟɘɾuɽa.
সকালে আমরা কথা পড়ে কুয়ায় আসব।,"In the morning, we study the word and then come to the well.",sɛt̪aʔɾɛ alɛ kat̪ʰa paɽha͡o̯kat̪ɛ kuɲɾɛ hiɟuʔa.
তুমি তরকারি দেখবে না।,You do not see the vegetables.,am d̪ɔ aɽak̕ sakam bam ɲɛla.
তুমি ছাগলের বিষ্ঠা দেখেছিলে।,You saw the goat's dropping.,amɛm bʰelə̃uɳɖi ɲɛlkeda.
আড়ালে একটি ডাক্তার আছে।,There is a doctor in the covert.,ao̯tanɾɛ ɖak̚t̪aɾ menaa.
সেই সময় তোমরা ভাড়া দেখে শহরে যাবে।,"At that time, you all see the fare and then go to the town.",ɔkt̪ɛɾɛ apɛ bʰaɽa ɲɛlkat̪ɛ sɔhɔɽɾɛ calaʔa.
"তারা জোর খাটানো শ্রম দেখবে, কিন্তু শস্য দেখবে না।","They will see the forced labour, but do not see the grain.",oŋko d̪ɔ begaɾ ɲɛla mɛnkʰan an bako ɲɛla.
