file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_dialogues_glossed.eaf,1092,2306309,2309958,"[SYN.1092] আমি সময় দেখব, কিন্তু কোমরবন্ধ দেখব না।","I will see the time, but do not see the girth.",iɲ d̪ɔ ɔkt̪ɛ ɲɛla mɛnkʰan beɽband bɘɲ ɲɛla.,iɲ d̪ɔ ɔkt̪ɛ ɲɛl-a mɛnkʰan beɽband bɘ-ɲ ɲɛl-a.,iɲ | d̪ɔ | ɔkt̪ɛ | ɲɛl-a | mɛnkʰan | beɽband | bɘ-ɲ | ɲɛl-a,1SG | TOP | time | see-FIN | but | girth | NEG-1SG | see-FIN,
synthetic_texts_glossed.eaf,1093,2309958,2311751,[SYN.1093] কুয়ায় একটি চুল্লি আছে।,There is a furnace in the well.,kuɲɾɛ bʰaʈa menaa.,kuɲ-ɾɛ bʰaʈa mena-a.,kuɲ-ɾɛ | bʰaʈa | mena-a,well-LOC | furnace | exist-FIN,
synthetic_bangla_glossed.eaf,1094,2311751,2313642,[SYN.1094] আমি ঘড়ি কিনব।,I will buy the watch.,iɲ d̪ɔ gʰuɽi kiɾiɲa.,iɲ d̪ɔ gʰuɽi kiɾiɲ-a.,iɲ | d̪ɔ | gʰuɽi | kiɾiɲ-a,1SG | TOP | watch | buy-FIN,
synthetic_texts_glossed.eaf,1095,2313642,2315462,[SYN.1095] এক তোলাটি ভালো।,The one tola is good.,bʰoɾi d̪ɔ mɔ̃ɟa.,bʰoɾi d̪ɔ mɔ̃ɟ-a.,bʰoɾi | d̪ɔ | mɔ̃ɟ-a,one.tola | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,1096,2315462,2317444,[SYN.1096] তাদের সময়কাল ভালো।,Their period is good.,oŋkoaʔ ãʈɾe d̪ɔ mɔ̃ɟa.,oŋko-aʔ ãʈɾe d̪ɔ mɔ̃ɟ-a.,oŋko-aʔ | ãʈɾe | d̪ɔ | mɔ̃ɟ-a,3PL-GEN | period | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_bangla_glossed.eaf,1097,2317444,2319385,[SYN.1097] তুমি ঘড়ি দেখবে।,You will see the watch.,am d̪ɔ gʰuɽi ɲɛla.,am d̪ɔ gʰuɽi ɲɛl-a.,am | d̪ɔ | gʰuɽi | ɲɛl-a,2SG | TOP | watch | see-FIN,
synthetic_bangla_glossed.eaf,1098,2319385,2321387,[SYN.1098] তারা মধু খাবে।,They will eat the honey.,oŋko d̪ɔ ɲɛlɛɾasa ɟɔma.,oŋko d̪ɔ ɲɛlɛɾasa ɟɔm-a.,oŋko | d̪ɔ | ɲɛlɛɾasa | ɟɔm-a,3PL.ANIM | TOP | honey | eat-FIN,
synthetic_dialogues_glossed.eaf,1099,2321387,2323512,[SYN.1099] পাঠ কোথায় আছে?,Where is the lesson?,sikʰnɘt̪ d̪ɔ ɔkaɾɛ menaa.,sikʰnɘt̪ d̪ɔ ɔka-ɾɛ mena-a.,sikʰnɘt̪ | d̪ɔ | ɔka-ɾɛ | mena-a,lesson | TOP | where-LOC | exist-FIN,
synthetic_texts_glossed.eaf,1100,2323512,2325361,[SYN.1100] বাত রোগটি নতুন।,The rheumatism is new.,bat d̪ɔ nɔwaa.,bat d̪ɔ nɔwa-a.,bat | d̪ɔ | nɔwa-a,rheumatism | TOP | new-FIN,
synthetic_new_glossed_3.eaf,1101,2325361,2327732,[SYN.1101] একটি বাসিন্দা গ্রামে আছে।,One inhabitant is in the village.,mit̪ʔʈɛn baskitiə̯ d̪ɔ at̪oɾɛ menaa.,mit̪ʔ-ʈɛn baskitiə̯ d̪ɔ at̪o-ɾɛ mena-a.,mit̪ʔ-ʈɛn | baskitiə̯ | d̪ɔ | at̪o-ɾɛ | mena-a,one-CLF.HUM | inhabitant | TOP | village-LOC | exist-FIN,Synthetic classifier + LOC/exist clause.
synthetic_texts_glossed.eaf,1102,2327732,2329388,[SYN.1102] বাঁধটি পরিষ্কার।,The embankment is clean.,band d̪ɔ sapʰaa.,band d̪ɔ sapʰa-a.,band | d̪ɔ | sapʰa-a,embankment | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,1103,2329388,2332146,[SYN.1103] সেই সময় তারা কথা পড়ে শহরে খেলবে।,"At that time, they study the word and then play in the town.",ɔkt̪ɛɾɛ oŋko kat̪ʰa paɽha͡o̯kat̪ɛ sɔhɔɽɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ oŋko kat̪ʰa paɽha͡o̯-kat̪ɛ sɔhɔɽ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | oŋko | kat̪ʰa | paɽha͡o̯-kat̪ɛ | sɔhɔɽ-ɾɛ | gat̪e-a,time-LOC | 3PL.ANIM | word | study-CVB | town-LOC | play-FIN,
synthetic_dialogues_glossed.eaf,1104,2332146,2334191,[SYN.1104] ডাক্তার কোথায় আছে?,Where is the doctor?,ɖak̚t̪aɾ d̪ɔ ɔkaɾɛ menaa.,ɖak̚t̪aɾ d̪ɔ ɔka-ɾɛ mena-a.,ɖak̚t̪aɾ | d̪ɔ | ɔka-ɾɛ | mena-a,doctor | TOP | where-LOC | exist-FIN,Synthetic question row using cɛt̪ʔ/ja patterns.
synthetic_paradigm_glossed.eaf,1105,2334191,2336041,[SYN.1105] আমি বন্য শুকর দেখেছিলাম।,I saw the boar.,iɲiɲ bʰatoɽ ɲɛlkeda.,iɲ-iɲ bʰatoɽ ɲɛl-ked-a.,iɲ-iɲ | bʰatoɽ | ɲɛl-ked-a,1SG-1SG | boar | see-PST-FIN,
synthetic_texts_glossed.eaf,1106,2336041,2337579,[SYN.1106] ঝোপঝাড়টি নতুন।,The shrub is new.,akao̯na d̪ɔ nɔwaa.,akao̯na d̪ɔ nɔwa-a.,akao̯na | d̪ɔ | nɔwa-a,shrub | TOP | new-FIN,
synthetic_texts_glossed.eaf,1107,2337579,2339338,[SYN.1107] অবশিষ্টটি নতুন।,The residue is new.,bəɖɾə d̪ɔ nɔwaa.,bəɖɾə d̪ɔ nɔwa-a.,bəɖɾə | d̪ɔ | nɔwa-a,residue | TOP | new-FIN,
synthetic_paradigm_glossed.eaf,1108,2339338,2341403,[SYN.1108] তোমাদের খাবার পরিষ্কার।,Your food is clean.,apɛaʔ ɟɔmaʔ d̪ɔ sapʰaa.,apɛ-aʔ ɟɔmaʔ d̪ɔ sapʰa-a.,apɛ-aʔ | ɟɔmaʔ | d̪ɔ | sapʰa-a,2PL-GEN | food | TOP | clean-FIN,
synthetic_texts_glossed.eaf,1109,2341403,2343023,[SYN.1109] আড়ালে একটি বেঁকানো যন্ত্র আছে।,There is a brace for boring in the covert.,ao̯tanɾɛ bʰãoɾa menaa.,ao̯tan-ɾɛ bʰãoɾa mena-a.,ao̯tan-ɾɛ | bʰãoɾa | mena-a,covert-LOC | brace.for.boring | exist-FIN,
synthetic_bangla_glossed.eaf,1110,2343023,2345838,[SYN.1110] তোমরা মাছ ও মধু খাবে।,You all will eat the fish and the honey.,apɛ d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔma.,apɛ d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔm-a.,apɛ | d̪ɔ | haku | aɾ | ɲɛlɛɾasa | ɟɔm-a,2PL | TOP | fish | and | honey | eat-FIN,
synthetic_school_dialogue_glossed.eaf,1111,2345838,2348749,[SYN.1111] আজ তুমি ভাষা লিখে স্কুলে কাজ করবে।,"Today, you write the language and then work in the school.",t̪eheɲɾɛ am pɘɾsi ɔlɔʔkat̪ɛ iskulɾɛ kɘmia.,t̪eheɲ-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ iskul-ɾɛ kɘmi-a.,t̪eheɲ-ɾɛ | am | pɘɾsi | ɔlɔʔ-kat̪ɛ | iskul-ɾɛ | kɘmi-a,today-LOC | 2SG | language | write-CVB | school-LOC | work-FIN,
synthetic_bangla_glossed.eaf,1112,2348749,2351606,[SYN.1112] তারা মাছ ও মধু খাবে।,They will eat the fish and the honey.,oŋko d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔma.,oŋko d̪ɔ haku aɾ ɲɛlɛɾasa ɟɔm-a.,oŋko | d̪ɔ | haku | aɾ | ɲɛlɛɾasa | ɟɔm-a,3PL.ANIM | TOP | fish | and | honey | eat-FIN,Synthetic coordination with aɾ 'and'.
synthetic_paradigm_glossed.eaf,1113,2351606,2353682,[SYN.1113] আমার নদী গুরুত্বপূর্ণ।,My river is important.,iɲaʔ gaɖa d̪ɔ ɟɘɾuɽa.,iɲ-aʔ gaɖa d̪ɔ ɟɘɾuɽ-a.,iɲ-aʔ | gaɖa | d̪ɔ | ɟɘɾuɽ-a,1SG-GEN | river | TOP | important-FIN,
synthetic_new_glossed.eaf,1114,2353682,2355879,[SYN.1114] তারা শিশু সাহায্য করেছে।,They have helped the child.,oŋko d̪ɔ gid̪ɾɘ gɔɽɔakada.,oŋko d̪ɔ gid̪ɾɘ gɔɽɔ-akad-a.,oŋko | d̪ɔ | gid̪ɾɘ | gɔɽɔ-akad-a,3PL.ANIM | TOP | child | help-PRF-FIN,
synthetic_imperatives_glossed.eaf,1115,2355879,2358045,[SYN.1115] দয়া করে শহরে বসো।,Please sit in the town.,d̪a.ja kat̪ɛ sɔhɔɽɾɛ d̪uɽup̚ʔmɛ.,d̪a.ja kat̪ɛ sɔhɔɽ-ɾɛ d̪uɽup̚ʔ-mɛ.,d̪a.ja | kat̪ɛ | sɔhɔɽ-ɾɛ | d̪uɽup̚ʔ-mɛ,please | Manner | town-LOC | sit-IMP.2SG.POL,
synthetic_new_glossed_3.eaf,1116,2358045,2360276,[SYN.1116] একটি পিঁপড়া কুয়ায় আছে।,One ant is in the well.,mit̪ʔʈɛn muc̚ʔ d̪ɔ kuɲɾɛ menaa.,mit̪ʔ-ʈɛn muc̚ʔ d̪ɔ kuɲ-ɾɛ mena-a.,mit̪ʔ-ʈɛn | muc̚ʔ | d̪ɔ | kuɲ-ɾɛ | mena-a,one-CLF.HUM | ant | TOP | well-LOC | exist-FIN,
synthetic_see_paradigm.eaf,1117,2360276,2361453,[SYN.1117] তারা দেখছে।,They are seeing.,oŋkoko ɲɛlɛd̪a.,oŋko-ko ɲɛl-ɛ-d̪a.,oŋko-ko | ɲɛl-ɛ-d̪a,3PL.ANIM-3PL.ANIM | see-PROG-FIN,
synthetic_paradigm_glossed.eaf,1118,2361453,2363336,[SYN.1118] তোমার ডিমের কুসুম সুস্বাদু।,Your yolk of egg is tasty.,amaʔ bele botke d̪ɔ sibila.,am-aʔ bele botke d̪ɔ sibil-a.,am-aʔ | bele botke | d̪ɔ | sibil-a,2SG-GEN | yolk.of.egg | TOP | tasty-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_texts_glossed.eaf,1119,2363336,2364995,[SYN.1119] শহরে একটি গুজব রটনাকারী আছে।,There is a bearer of tales in the town.,sɔhɔɽɾɛ bad͡ʒʰəni menaa.,sɔhɔɽ-ɾɛ bad͡ʒʰəni mena-a.,sɔhɔɽ-ɾɛ | bad͡ʒʰəni | mena-a,town-LOC | bearer.of.tales | exist-FIN,
synthetic_dialogues_glossed.eaf,1120,2364995,2368554,"[SYN.1120] তুমি খাবার বিক্রি করবে, কিন্তু ঘড়ি বিক্রি করবে না।","You will sell the food, but do not sell the watch.",am d̪ɔ ɟɔmaʔ ɘkʰɾiɲa mɛnkʰan gʰuɽi bam ɘkʰɾiɲa.,am d̪ɔ ɟɔmaʔ ɘkʰɾiɲ-a mɛnkʰan gʰuɽi ba-m ɘkʰɾiɲ-a.,am | d̪ɔ | ɟɔmaʔ | ɘkʰɾiɲ-a | mɛnkʰan | gʰuɽi | ba-m | ɘkʰɾiɲ-a,2SG | TOP | food | sell-FIN | but | watch | NEG-2SG | sell-FIN,
synthetic_texts_glossed.eaf,1121,2368554,2370331,[SYN.1121] গ্রামে একটি বিড়াল আছে।,There is a cat in the village.,at̪oɾɛ pusi menaa.,at̪o-ɾɛ pusi mena-a.,at̪o-ɾɛ | pusi | mena-a,village-LOC | cat | exist-FIN,
synthetic_texts_glossed.eaf,1122,2370331,2372179,[SYN.1122] বেতনটি পরিষ্কার।,The pay is clean.,bɛtɔn d̪ɔ sapʰaa.,bɛtɔn d̪ɔ sapʰa-a.,bɛtɔn | d̪ɔ | sapʰa-a,pay | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,1123,2372179,2374792,[SYN.1123] সেই সময় তারা পাঠ পড়ে বাড়িতে খেলবে।,"At that time, they study the lesson and then play in the house.",ɔkt̪ɛɾɛ oŋko sikʰnɘt̪ paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ oŋko sikʰnɘt̪ paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | oŋko | sikʰnɘt̪ | paɽha͡o̯-kat̪ɛ | ɔɽaʔ-ɾɛ | gat̪e-a,time-LOC | 3PL.ANIM | lesson | study-CVB | house-LOC | play-FIN,
synthetic_new_glossed.eaf,1124,2374792,2376698,[SYN.1124] তুমি মাছ খেয়েছ।,You have eaten the fish.,am d̪ɔ haku ɟɔmakada.,am d̪ɔ haku ɟɔm-akad-a.,am | d̪ɔ | haku | ɟɔm-akad-a,2SG | TOP | fish | eat-PRF-FIN,
synthetic_bangla_glossed.eaf,1125,2376698,2379560,[SYN.1125] সে মধু ও রান্না খাবে।,He/she will eat the honey and the cooked food.,uni d̪ɔ ɲɛlɛɾasa aɾ basaŋ ɟɔma.,uni d̪ɔ ɲɛlɛɾasa aɾ basaŋ ɟɔm-a.,uni | d̪ɔ | ɲɛlɛɾasa | aɾ | basaŋ | ɟɔm-a,3SG.ANIM | TOP | honey | and | cooked.food | eat-FIN,
synthetic_paradigm_glossed.eaf,1126,2379560,2381431,[SYN.1126] তোমাদের তাঁতের অংশ নতুন।,Your heddles of loom is new.,apɛaʔ bade d̪ɔ nɔwaa.,apɛ-aʔ bade d̪ɔ nɔwa-a.,apɛ-aʔ | bade | d̪ɔ | nɔwa-a,2PL-GEN | heddles.of.loom | TOP | new-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_school_dialogue_glossed.eaf,1127,2381431,2384169,[SYN.1127] সকালে তোমরা মোবাইল ফোন কিনে হ্রদে আসবে।,"In the morning, you all buy the mobile phone and then come to the lake.",sɛt̪aʔɾɛ apɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ ɟɔlaɾɛ hiɟuʔa.,sɛt̪aʔ-ɾɛ apɛ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a.,sɛt̪aʔ-ɾɛ | apɛ | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | ɟɔla-ɾɛ | hiɟuʔ-a,morning-LOC | 2PL | mobile.phone | buy-CVB | lake-LOC | come-FIN,
synthetic_texts_glossed.eaf,1128,2384169,2386004,[SYN.1128] স্কুলে একটি খাবার আছে।,There is a food in the school.,iskulɾɛ ɟɔmaʔ menaa.,iskul-ɾɛ ɟɔmaʔ mena-a.,iskul-ɾɛ | ɟɔmaʔ | mena-a,school-LOC | food | exist-FIN,
synthetic_paradigm_glossed.eaf,1129,2386004,2388211,[SYN.1129] আমাদের গান ভালো।,Our song is good.,alɛaʔ seɾeɲ d̪ɔ mɔ̃ɟa.,alɛ-aʔ seɾeɲ d̪ɔ mɔ̃ɟ-a.,alɛ-aʔ | seɾeɲ | d̪ɔ | mɔ̃ɟ-a,1PL.EXCL-GEN | song | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_school_dialogue_glossed.eaf,1130,2388211,2390839,[SYN.1130] সকালে তুমি ভাষা লিখে বাড়িতে যাবে।,"In the morning, you write the language and then go to the house.",sɛt̪aʔɾɛ am pɘɾsi ɔlɔʔkat̪ɛ ɔɽaʔɾɛ calaʔa.,sɛt̪aʔ-ɾɛ am pɘɾsi ɔlɔʔ-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | am | pɘɾsi | ɔlɔʔ-kat̪ɛ | ɔɽaʔ-ɾɛ | calaʔ-a,morning-LOC | 2SG | language | write-CVB | house-LOC | go-FIN,
synthetic_school_dialogue_glossed.eaf,1131,2390839,2393584,[SYN.1131] সেই সময় তুমি পানি পান করে নদীতে খেলবে।,"At that time, you drink the water and then play in the river.",ɔkt̪ɛɾɛ am d̪aʔ ɲukat̪ɛ gaɖaɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ am d̪aʔ ɲu-kat̪ɛ gaɖa-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | am | d̪aʔ | ɲu-kat̪ɛ | gaɖa-ɾɛ | gat̪e-a,time-LOC | 2SG | water | drink-CVB | river-LOC | play-FIN,
synthetic_school_dialogue_glossed.eaf,1132,2393584,2396187,[SYN.1132] আজ সে দুধ পান করে গ্রামে আসবে।,"Today, he/she drink the milk and then come to the village.",t̪eheɲɾɛ uni t̪o̯͡a ɲukat̪ɛ at̪oɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ uni t̪o̯͡a ɲu-kat̪ɛ at̪o-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | uni | t̪o̯͡a | ɲu-kat̪ɛ | at̪o-ɾɛ | hiɟuʔ-a,today-LOC | 3SG.ANIM | milk | drink-CVB | village-LOC | come-FIN,
synthetic_see_paradigm.eaf,1133,2396187,2398680,[SYN.1133] আমি পানি পান করব না।,I do not drink the water.,iɲ d̪ɔ d̪aʔ bɘɲ ɲua.,iɲ d̪ɔ d̪aʔ bɘ-ɲ ɲu-a.,iɲ | d̪ɔ | d̪aʔ | bɘ-ɲ | ɲu-a,1SG | TOP | water | NEG-1SG | drink-FIN,
synthetic_see_paradigm.eaf,1134,2398680,2400046,[SYN.1134] তুমি অপেক্ষা করছ।,You is waiting.,amɛm t̪ɘŋgiɛd̪a.,am-ɛm t̪ɘŋgi-ɛ-d̪a.,am-ɛm | t̪ɘŋgi-ɛ-d̪a,2SG-2SG | wait-PROG-FIN,Synthetic PROG-FIN agreement pattern based on see-paradigm rows.
synthetic_texts_glossed.eaf,1135,2400046,2401754,[SYN.1135] গুহাে একটি উত্তরাধিকার আছে।,There is a heritage in the cave.,bʰugək̕ɾɛ bapɔti dʰɔn menaa.,bʰugək̕-ɾɛ bapɔti dʰɔn mena-a.,bʰugək̕-ɾɛ | bapɔti dʰɔn | mena-a,cave-LOC | heritage | exist-FIN,
synthetic_school_dialogue_glossed.eaf,1136,2401754,2404561,[SYN.1136] সকালে আমরা খাবার খেয়ে গ্রামে খেলব।,"In the morning, we eat the food and then play in the village.",sɛt̪aʔɾɛ alɛ ɟɔmaʔ ɟɔmkat̪ɛ at̪oɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ alɛ ɟɔmaʔ ɟɔm-kat̪ɛ at̪o-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | alɛ | ɟɔmaʔ | ɟɔm-kat̪ɛ | at̪o-ɾɛ | gat̪e-a,morning-LOC | 1PL.EXCL | food | eat-CVB | village-LOC | play-FIN,
synthetic_paradigm_glossed.eaf,1137,2404561,2406699,[SYN.1137] তার অগ্রদূত গুরুত্বপূর্ণ।,His/her forerunner is important.,uniaʔ əguə̯daɾ d̪ɔ ɟɘɾuɽa.,uni-aʔ əguə̯daɾ d̪ɔ ɟɘɾuɽ-a.,uni-aʔ | əguə̯daɾ | d̪ɔ | ɟɘɾuɽ-a,3SG-GEN | forerunner | TOP | important-FIN,
synthetic_school_dialogue_glossed.eaf,1138,2406699,2409410,[SYN.1138] সেই সময় তারা ডায়াবেটিস দেখে বাড়িতে খেলবে।,"At that time, they see the diabetes and then play in the house.",ɔkt̪ɛɾɛ oŋko bəhumut ɲɛlkat̪ɛ ɔɽaʔɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ oŋko bəhumut ɲɛl-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | oŋko | bəhumut | ɲɛl-kat̪ɛ | ɔɽaʔ-ɾɛ | gat̪e-a,time-LOC | 3PL.ANIM | diabetes | see-CVB | house-LOC | play-FIN,
synthetic_paradigm_glossed.eaf,1139,2409410,2411589,[SYN.1139] আমার গান ভালো।,My song is good.,iɲaʔ seɾeɲ d̪ɔ mɔ̃ɟa.,iɲ-aʔ seɾeɲ d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | seɾeɲ | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | song | TOP | good-FIN,
synthetic_texts_glossed.eaf,1140,2411589,2413208,[SYN.1140] অশান্তিটি ভালো।,The unrest is good.,bɛtʰiɾ d̪ɔ mɔ̃ɟa.,bɛtʰiɾ d̪ɔ mɔ̃ɟ-a.,bɛtʰiɾ | d̪ɔ | mɔ̃ɟ-a,unrest | TOP | good-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,1141,2413208,2414853,[SYN.1141] তুমি দুধ পান করেছিলে।,You drank the milk.,amɛm t̪o̯͡a ɲukeda.,am-ɛm t̪o̯͡a ɲu-ked-a.,am-ɛm | t̪o̯͡a | ɲu-ked-a,2SG-2SG | milk | drink-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_texts_glossed.eaf,1142,2414853,2416376,[SYN.1142] অভ্যাসটি নতুন।,The habit is new.,bʰəsi d̪ɔ nɔwaa.,bʰəsi d̪ɔ nɔwa-a.,bʰəsi | d̪ɔ | nɔwa-a,habit | TOP | new-FIN,
synthetic_texts_glossed.eaf,1143,2416376,2418110,[SYN.1143] আচরণটি পরিষ্কার।,The conduct is clean.,at͡ʃaɾ beo̯haɾ d̪ɔ sapʰaa.,at͡ʃaɾ beo̯haɾ d̪ɔ sapʰa-a.,at͡ʃaɾ beo̯haɾ | d̪ɔ | sapʰa-a,conduct | TOP | clean-FIN,
synthetic_bangla_glossed.eaf,1144,2418110,2420955,[SYN.1144] সে মোবাইল ফোন ও ঔষধ কিনবে।,He/she will buy the mobile phone and the medicine.,uni d̪ɔ mɔbaĭl pʰon aɾ ɾan kiɾiɲa.,uni d̪ɔ mɔbaĭl pʰon aɾ ɾan kiɾiɲ-a.,uni | d̪ɔ | mɔbaĭl pʰon | aɾ | ɾan | kiɾiɲ-a,3SG.ANIM | TOP | mobile.phone | and | medicine | buy-FIN,
synthetic_texts_glossed.eaf,1145,2420955,2422589,[SYN.1145] বিস্তীর্ণ ভূমিে একটি রান্না আছে।,There is a cooked food in the wide expanse of land.,bilənɾɛ basaŋ menaa.,bilən-ɾɛ basaŋ mena-a.,bilən-ɾɛ | basaŋ | mena-a,wide.expanse.of-LOC | cooked.food | exist-FIN,
synthetic_paradigm_glossed.eaf,1146,2422589,2424134,[SYN.1146] আমরা কথা বলেছিলাম।,We spoke the word.,alɛlɛ kat̪ʰa ɾɔɽkeda.,alɛ-lɛ kat̪ʰa ɾɔɽ-ked-a.,alɛ-lɛ | kat̪ʰa | ɾɔɽ-ked-a,1PL.EXCL-1PL.EXCL | word | speak-PST-FIN,
synthetic_bangla_glossed.eaf,1147,2424134,2426027,[SYN.1147] তারা ঘড়ি বিক্রি করবে।,They will sell the watch.,oŋko d̪ɔ gʰuɽi ɘkʰɾiɲa.,oŋko d̪ɔ gʰuɽi ɘkʰɾiɲ-a.,oŋko | d̪ɔ | gʰuɽi | ɘkʰɾiɲ-a,3PL.ANIM | TOP | watch | sell-FIN,
synthetic_school_dialogue_glossed.eaf,1148,2426027,2428885,[SYN.1148] গতকাল আমি দুধ পান করে স্কুলে আসব।,"Yesterday, I drink the milk and then come to the school.",hɔlaɾɛ iɲ t̪o̯͡a ɲukat̪ɛ iskulɾɛ hiɟuʔa.,hɔla-ɾɛ iɲ t̪o̯͡a ɲu-kat̪ɛ iskul-ɾɛ hiɟuʔ-a.,hɔla-ɾɛ | iɲ | t̪o̯͡a | ɲu-kat̪ɛ | iskul-ɾɛ | hiɟuʔ-a,yesterday-LOC | 1SG | milk | drink-CVB | school-LOC | come-FIN,
synthetic_school_dialogue_glossed.eaf,1149,2428885,2431780,[SYN.1149] আজ আমি ঘড়ি কিনে বাড়িতে আসব।,"Today, I buy the watch and then come to the house.",t̪eheɲɾɛ iɲ gʰuɽi kiɾiɲkat̪ɛ ɔɽaʔɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ iɲ gʰuɽi kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | iɲ | gʰuɽi | kiɾiɲ-kat̪ɛ | ɔɽaʔ-ɾɛ | hiɟuʔ-a,today-LOC | 1SG | watch | buy-CVB | house-LOC | come-FIN,
synthetic_new_glossed.eaf,1150,2431780,2433652,[SYN.1150] আমরা কথা বলেছি।,We have spoken the word.,alɛ d̪ɔ kat̪ʰa ɾɔɽakada.,alɛ d̪ɔ kat̪ʰa ɾɔɽ-akad-a.,alɛ | d̪ɔ | kat̪ʰa | ɾɔɽ-akad-a,1PL.EXCL | TOP | word | speak-PRF-FIN,
synthetic_texts_glossed.eaf,1151,2433652,2435332,[SYN.1151] বাড়িতে একটি কৃষিজ উৎপাদন আছে।,There is an agricultural produce in the house.,ɔɽaʔɾɛ aɾd͡ʒon menaa.,ɔɽaʔ-ɾɛ aɾd͡ʒon mena-a.,ɔɽaʔ-ɾɛ | aɾd͡ʒon | mena-a,house-LOC | agricultural.produce | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
synthetic_texts_glossed.eaf,1152,2435332,2437160,[SYN.1152] ইংল্যান্ডে একটি ছুতার আছে।,There is a carpenter in the england.,bilətɾɛ bəɖʰi menaa.,bilət-ɾɛ bəɖʰi mena-a.,bilət-ɾɛ | bəɖʰi | mena-a,england-LOC | carpenter | exist-FIN,
synthetic_texts_glossed.eaf,1153,2437160,2438954,[SYN.1153] গুহাে একটি সময় আছে।,There is a time in the cave.,bʰugək̕ɾɛ ɔkt̪ɛ menaa.,bʰugək̕-ɾɛ ɔkt̪ɛ mena-a.,bʰugək̕-ɾɛ | ɔkt̪ɛ | mena-a,cave-LOC | time | exist-FIN,
synthetic_bangla_glossed.eaf,1154,2438954,2441110,[SYN.1154] তুমি মাছ খাবে।,You will eat the fish.,am d̪ɔ haku ɟɔma.,am d̪ɔ haku ɟɔm-a.,am | d̪ɔ | haku | ɟɔm-a,2SG | TOP | fish | eat-FIN,
synthetic_see_paradigm.eaf,1155,2441110,2443590,[SYN.1155] সে মা সাহায্য করবে না।,He/she does not help the mother.,uni d̪ɔ gɔgɔ bai̯ gɔɽɔa.,uni d̪ɔ gɔgɔ ba-i̯ gɔɽɔ-a.,uni | d̪ɔ | gɔgɔ | ba-i̯ | gɔɽɔ-a,3SG.ANIM | TOP | mother | NEG-3SG.ANIM | help-FIN,
synthetic_texts_glossed.eaf,1156,2443590,2445231,[SYN.1156] হ্রদে একটি খাবার আছে।,There is a victuals in the lake.,ɟɔlaɾɛ aʈa saʈa menaa.,ɟɔla-ɾɛ aʈa saʈa mena-a.,ɟɔla-ɾɛ | aʈa saʈa | mena-a,lake-LOC | victuals | exist-FIN,
synthetic_texts_glossed.eaf,1157,2445231,2446979,[SYN.1157] নিকটবর্তী এলাকাে একটি বাষ্প আছে।,There is a steam in the vicinity.,aɖe ʈolaɾɛ bʰapʰ menaa.,aɖe ʈola-ɾɛ bʰapʰ mena-a.,aɖe ʈola-ɾɛ | bʰapʰ | mena-a,vicinity-LOC | steam | exist-FIN,
