file,utterance_id,start_ms,end_ms,bangla,english,ipa_original,ipa_normalized,segments,glosses,notes
synthetic_school_dialogue_glossed.eaf,9500,20880165,20882956,[SYN.9500] আজ তারা ভাষা লিখে হ্রদে যাবে।,"Today, they write the language and then go to the lake.",t̪eheɲɾɛ oŋko pɘɾsi ɔlɔʔkat̪ɛ ɟɔlaɾɛ calaʔa.,t̪eheɲ-ɾɛ oŋko pɘɾsi ɔlɔʔ-kat̪ɛ ɟɔla-ɾɛ calaʔ-a.,t̪eheɲ-ɾɛ | oŋko | pɘɾsi | ɔlɔʔ-kat̪ɛ | ɟɔla-ɾɛ | calaʔ-a,today-LOC | 3PL.ANIM | language | write-CVB | lake-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_school_dialogue_glossed.eaf,9501,20882956,20885768,[SYN.9501] গতকাল আমি ঔষধ কিনে শহরে কাজ করব।,"Yesterday, I buy the medicine and then work in the town.",hɔlaɾɛ iɲ ɾan kiɾiɲkat̪ɛ sɔhɔɽɾɛ kɘmia.,hɔla-ɾɛ iɲ ɾan kiɾiɲ-kat̪ɛ sɔhɔɽ-ɾɛ kɘmi-a.,hɔla-ɾɛ | iɲ | ɾan | kiɾiɲ-kat̪ɛ | sɔhɔɽ-ɾɛ | kɘmi-a,yesterday-LOC | 1SG | medicine | buy-CVB | town-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_school_dialogue_glossed.eaf,9502,20885768,20888658,[SYN.9502] সেই সময় আমি পানি পান করে গ্রামে কাজ করব।,"At that time, I drink the water and then work in the village.",ɔkt̪ɛɾɛ iɲ d̪aʔ ɲukat̪ɛ at̪oɾɛ kɘmia.,ɔkt̪ɛ-ɾɛ iɲ d̪aʔ ɲu-kat̪ɛ at̪o-ɾɛ kɘmi-a.,ɔkt̪ɛ-ɾɛ | iɲ | d̪aʔ | ɲu-kat̪ɛ | at̪o-ɾɛ | kɘmi-a,time-LOC | 1SG | water | drink-CVB | village-LOC | work-FIN,
synthetic_school_dialogue_glossed.eaf,9503,20888658,20891268,[SYN.9503] সকালে আমরা দুধ পান করে কুয়ায় যাব।,"In the morning, we drink the milk and then go to the well.",sɛt̪aʔɾɛ alɛ t̪o̯͡a ɲukat̪ɛ kuɲɾɛ calaʔa.,sɛt̪aʔ-ɾɛ alɛ t̪o̯͡a ɲu-kat̪ɛ kuɲ-ɾɛ calaʔ-a.,sɛt̪aʔ-ɾɛ | alɛ | t̪o̯͡a | ɲu-kat̪ɛ | kuɲ-ɾɛ | calaʔ-a,morning-LOC | 1PL.EXCL | milk | drink-CVB | well-LOC | go-FIN,
synthetic_paradigm_glossed.eaf,9504,20891268,20892905,[SYN.9504] তারা বালতি দেখেছিল।,They saw the bucket.,oŋkoko bəlʈi ɲɛlkeda.,oŋko-ko bəlʈi ɲɛl-ked-a.,oŋko-ko | bəlʈi | ɲɛl-ked-a,3PL.ANIM-3PL.ANIM | bucket | see-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_texts_glossed.eaf,9505,20892905,20894443,[SYN.9505] বাসস্থানে একটি পাল (নৌকার) আছে।,There is a sail in the residence.,basaɾɛ baɖɔm menaa.,basa-ɾɛ baɖɔm mena-a.,basa-ɾɛ | baɖɔm | mena-a,residence-LOC | sail | exist-FIN,
synthetic_texts_glossed.eaf,9506,20894443,20896037,[SYN.9506] ফুলটি ভালো।,The flower is good.,baha d̪ɔ mɔ̃ɟa.,baha d̪ɔ mɔ̃ɟ-a.,baha | d̪ɔ | mɔ̃ɟ-a,flower | TOP | good-FIN,
synthetic_school_dialogue_glossed.eaf,9507,20896037,20898826,[SYN.9507] সকালে আমরা মাছ কিনে স্কুলে খেলব।,"In the morning, we buy the fish and then play in the school.",sɛt̪aʔɾɛ alɛ haku kiɾiɲkat̪ɛ iskulɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ alɛ haku kiɾiɲ-kat̪ɛ iskul-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | alɛ | haku | kiɾiɲ-kat̪ɛ | iskul-ɾɛ | gat̪e-a,morning-LOC | 1PL.EXCL | fish | buy-CVB | school-LOC | play-FIN,
synthetic_dialogues_glossed.eaf,9508,20898826,20902263,"[SYN.9508] তুমি কথা পড়বে, কিন্তু ভাষা পড়বে না।","You will study the word, but do not study the language.",am d̪ɔ kat̪ʰa paɽha͡o̯a mɛnkʰan pɘɾsi bam paɽha͡o̯a.,am d̪ɔ kat̪ʰa paɽha͡o̯-a mɛnkʰan pɘɾsi ba-m paɽha͡o̯-a.,am | d̪ɔ | kat̪ʰa | paɽha͡o̯-a | mɛnkʰan | pɘɾsi | ba-m | paɽha͡o̯-a,2SG | TOP | word | study-FIN | but | language | NEG-2SG | study-FIN,
synthetic_paradigm_glossed.eaf,9509,20902263,20903853,[SYN.9509] সে জাদুবিদ্যা দেখেছিল।,He/she saw the sorcery.,unii̯ ban ɲɛlkeda.,uni-i̯ ban ɲɛl-ked-a.,uni-i̯ | ban | ɲɛl-ked-a,3SG.ANIM-3SG.ANIM | sorcery | see-PST-FIN,
synthetic_school_dialogue_glossed.eaf,9510,20903853,20906773,[SYN.9510] সকালে তুমি কথা লিখে কুয়ায় খেলবে।,"In the morning, you write the word and then play in the well.",sɛt̪aʔɾɛ am kat̪ʰa ɔlɔʔkat̪ɛ kuɲɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ am kat̪ʰa ɔlɔʔ-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | am | kat̪ʰa | ɔlɔʔ-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,morning-LOC | 2SG | word | write-CVB | well-LOC | play-FIN,
synthetic_school_dialogue_glossed.eaf,9511,20906773,20909613,[SYN.9511] সেই সময় তারা সন্ধ্যা দেখে হ্রদে আসবে।,"At that time, they see the evening and then come to the lake.",ɔkt̪ɛɾɛ oŋko əjup̕ ɲɛlkat̪ɛ ɟɔlaɾɛ hiɟuʔa.,ɔkt̪ɛ-ɾɛ oŋko əjup̕ ɲɛl-kat̪ɛ ɟɔla-ɾɛ hiɟuʔ-a.,ɔkt̪ɛ-ɾɛ | oŋko | əjup̕ | ɲɛl-kat̪ɛ | ɟɔla-ɾɛ | hiɟuʔ-a,time-LOC | 3PL.ANIM | evening | see-CVB | lake-LOC | come-FIN,
synthetic_school_dialogue_glossed.eaf,9512,20909613,20912529,[SYN.9512] গতকাল সে দুধ পান করে নদীতে যাবে।,"Yesterday, he/she drink the milk and then go to the river.",hɔlaɾɛ uni t̪o̯͡a ɲukat̪ɛ gaɖaɾɛ calaʔa.,hɔla-ɾɛ uni t̪o̯͡a ɲu-kat̪ɛ gaɖa-ɾɛ calaʔ-a.,hɔla-ɾɛ | uni | t̪o̯͡a | ɲu-kat̪ɛ | gaɖa-ɾɛ | calaʔ-a,yesterday-LOC | 3SG.ANIM | milk | drink-CVB | river-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,9513,20912529,20914561,[SYN.9513] তার বিদেশী আনন্দের।,His/her foreigner is happy.,uniaʔ bidesiə̯ d̪ɔ ɾɘskɘa.,uni-aʔ bidesiə̯ d̪ɔ ɾɘskɘ-a.,uni-aʔ | bidesiə̯ | d̪ɔ | ɾɘskɘ-a,3SG-GEN | foreigner | TOP | happy-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_paradigm_glossed.eaf,9514,20914561,20916758,[SYN.9514] আমার মাফ (হাতঢাকা) ভালো।,My muff is good.,iɲaʔ bembʰa d̪ɔ mɔ̃ɟa.,iɲ-aʔ bembʰa d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | bembʰa | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | muff | TOP | good-FIN,
synthetic_texts_glossed.eaf,9515,20916758,20918403,[SYN.9515] উঠানে একটি প্রতিবেশী আছে।,There is a neighbours in the courtyard of house.,bəteɾɛ aɖepaseɾenko menaa.,bəte-ɾɛ aɖepaseɾenko mena-a.,bəte-ɾɛ | aɖepaseɾenko | mena-a,courtyard.of.house-LOC | neighbours | exist-FIN,
synthetic_paradigm_glossed.eaf,9516,20918403,20920291,[SYN.9516] আমাদের অকাল জন্ম ভালো।,Our premature birth is good.,alɛaʔ adpakolia d̪ɔ mɔ̃ɟa.,alɛ-aʔ adpakolia d̪ɔ mɔ̃ɟ-a.,alɛ-aʔ | adpakolia | d̪ɔ | mɔ̃ɟ-a,1PL.EXCL-GEN | premature.birth | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_paradigm_glossed.eaf,9517,20920291,20922323,[SYN.9517] তোমার ছবি গুরুত্বপূর্ণ।,Your photo is important.,amaʔ pʰɔʈɔ d̪ɔ ɟɘɾuɽa.,am-aʔ pʰɔʈɔ d̪ɔ ɟɘɾuɽ-a.,am-aʔ | pʰɔʈɔ | d̪ɔ | ɟɘɾuɽ-a,2SG-GEN | photo | TOP | important-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_paradigm_glossed.eaf,9518,20922323,20924464,[SYN.9518] তার পদ্য পরিষ্কার।,His/her verse is clean.,uniaʔ ae̯t d̪ɔ sapʰaa.,uni-aʔ ae̯t d̪ɔ sapʰa-a.,uni-aʔ | ae̯t | d̪ɔ | sapʰa-a,3SG-GEN | verse | TOP | clean-FIN,
synthetic_texts_glossed.eaf,9519,20924464,20925989,[SYN.9519] দোষটি নতুন।,The fault is new.,əpəi̯ d̪ɔ nɔwaa.,əpəi̯ d̪ɔ nɔwa-a.,əpəi̯ | d̪ɔ | nɔwa-a,fault | TOP | new-FIN,Synthetic TOP + adjectival-FIN clause following layout A/B labels.
synthetic_paradigm_glossed.eaf,9520,20925989,20928014,[SYN.9520] তোমার বেল্টের ক্ল্যাপ পরিষ্কার।,Your belt clasp is clean.,amaʔ bəkuk̕ d̪ɔ sapʰaa.,am-aʔ bəkuk̕ d̪ɔ sapʰa-a.,am-aʔ | bəkuk̕ | d̪ɔ | sapʰa-a,2SG-GEN | belt.clasp | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,9521,20928014,20930763,[SYN.9521] গতকাল আমরা মোবাইল ফোন কিনে বাড়িতে যাব।,"Yesterday, we buy the mobile phone and then go to the house.",hɔlaɾɛ alɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ ɔɽaʔɾɛ calaʔa.,hɔla-ɾɛ alɛ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ ɔɽaʔ-ɾɛ calaʔ-a.,hɔla-ɾɛ | alɛ | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | ɔɽaʔ-ɾɛ | calaʔ-a,yesterday-LOC | 1PL.EXCL | mobile.phone | buy-CVB | house-LOC | go-FIN,
synthetic_paradigm_glossed.eaf,9522,20930763,20932701,[SYN.9522] তার বাজার পরিষ্কার।,His/her bazaar is clean.,uniaʔ bad͡ʒaɾ d̪ɔ sapʰaa.,uni-aʔ bad͡ʒaɾ d̪ɔ sapʰa-a.,uni-aʔ | bad͡ʒaɾ | d̪ɔ | sapʰa-a,3SG-GEN | bazaar | TOP | clean-FIN,
synthetic_paradigm_glossed.eaf,9523,20932701,20934331,[SYN.9523] তুমি বিরক্তি দেখেছিলে।,You saw the annoyance.,amɛm əɽis ɲɛlkeda.,am-ɛm əɽis ɲɛl-ked-a.,am-ɛm | əɽis | ɲɛl-ked-a,2SG-2SG | annoyance | see-PST-FIN,
synthetic_dialogues_glossed.eaf,9524,20934331,20937648,"[SYN.9524] তুমি ঔষধ কিনবে, কিন্তু ঔষধ কিনবে না।","You will buy the medicine, but do not buy the medicine.",am d̪ɔ ɾan kiɾiɲa mɛnkʰan ɾan bam kiɾiɲa.,am d̪ɔ ɾan kiɾiɲ-a mɛnkʰan ɾan ba-m kiɾiɲ-a.,am | d̪ɔ | ɾan | kiɾiɲ-a | mɛnkʰan | ɾan | ba-m | kiɾiɲ-a,2SG | TOP | medicine | buy-FIN | but | medicine | NEG-2SG | buy-FIN,
synthetic_texts_glossed.eaf,9525,20937648,20939229,[SYN.9525] বাসস্থানে একটি গান আছে।,There is a song in the dwelling place.,basɾɛ seɾeɲ menaa.,bas-ɾɛ seɾeɲ mena-a.,bas-ɾɛ | seɾeɲ | mena-a,dwelling.place-LOC | song | exist-FIN,
synthetic_texts_glossed.eaf,9526,20939229,20940856,[SYN.9526] বাসস্থানে একটি পাঠ আছে।,There is a lesson in the residence.,basaɾɛ sikʰnɘt̪ menaa.,basa-ɾɛ sikʰnɘt̪ mena-a.,basa-ɾɛ | sikʰnɘt̪ | mena-a,residence-LOC | lesson | exist-FIN,
synthetic_dialogues_glossed.eaf,9527,20940856,20944226,"[SYN.9527] তুমি মা সাহায্য করবে, কিন্তু মানুষ সাহায্য করবে না।","You will help the mother, but do not help the person.",am d̪ɔ gɔgɔ gɔɽɔa mɛnkʰan hɔɽ bam gɔɽɔa.,am d̪ɔ gɔgɔ gɔɽɔ-a mɛnkʰan hɔɽ ba-m gɔɽɔ-a.,am | d̪ɔ | gɔgɔ | gɔɽɔ-a | mɛnkʰan | hɔɽ | ba-m | gɔɽɔ-a,2SG | TOP | mother | help-FIN | but | person | NEG-2SG | help-FIN,
synthetic_texts_glossed.eaf,9528,20944226,20945744,[SYN.9528] গুহাে একটি বাজার আছে।,There is a bazaar in the cave.,bʰugək̕ɾɛ bad͡ʒaɾ menaa.,bʰugək̕-ɾɛ bad͡ʒaɾ mena-a.,bʰugək̕-ɾɛ | bad͡ʒaɾ | mena-a,cave-LOC | bazaar | exist-FIN,
synthetic_bangla_glossed.eaf,9529,20945744,20948639,[SYN.9529] আমি বাজার ও ব্যাকরণ দেখব।,I will see the bazaar and the grammar.,iɲ d̪ɔ bad͡ʒaɾ aɾ bejakaɾan ɲɛla.,iɲ d̪ɔ bad͡ʒaɾ aɾ bejakaɾan ɲɛl-a.,iɲ | d̪ɔ | bad͡ʒaɾ | aɾ | bejakaɾan | ɲɛl-a,1SG | TOP | bazaar | and | grammar | see-FIN,
synthetic_bangla_glossed.eaf,9530,20948639,20950593,[SYN.9530] আমি লজ্জা দেখব।,I will see the shame.,iɲ d̪ɔ bʰɔɾɔm ɲɛla.,iɲ d̪ɔ bʰɔɾɔm ɲɛl-a.,iɲ | d̪ɔ | bʰɔɾɔm | ɲɛl-a,1SG | TOP | shame | see-FIN,
synthetic_school_dialogue_glossed.eaf,9531,20950593,20953188,[SYN.9531] সকালে আমি কথা পড়ে বাড়িতে খেলব।,"In the morning, I study the word and then play in the house.",sɛt̪aʔɾɛ iɲ kat̪ʰa paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ gat̪ea.,sɛt̪aʔ-ɾɛ iɲ kat̪ʰa paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ gat̪e-a.,sɛt̪aʔ-ɾɛ | iɲ | kat̪ʰa | paɽha͡o̯-kat̪ɛ | ɔɽaʔ-ɾɛ | gat̪e-a,morning-LOC | 1SG | word | study-CVB | house-LOC | play-FIN,
synthetic_school_dialogue_glossed.eaf,9532,20953188,20955909,[SYN.9532] আজ আমি বালিশ দেখে নদীতে আসব।,"Today, I see the pillow and then come to the river.",t̪eheɲɾɛ iɲ bəlis ɲɛlkat̪ɛ gaɖaɾɛ hiɟuʔa.,t̪eheɲ-ɾɛ iɲ bəlis ɲɛl-kat̪ɛ gaɖa-ɾɛ hiɟuʔ-a.,t̪eheɲ-ɾɛ | iɲ | bəlis | ɲɛl-kat̪ɛ | gaɖa-ɾɛ | hiɟuʔ-a,today-LOC | 1SG | pillow | see-CVB | river-LOC | come-FIN,
synthetic_bangla_glossed.eaf,9533,20955909,20958583,[SYN.9533] আমি ছোট কুঠার ও শ্রাইক পাখি দেখব।,I will see the small adze and the shrike.,iɲ d̪ɔ bəslə aɾ bagʰa kɛɾkeʈa ɲɛla.,iɲ d̪ɔ bəslə aɾ bagʰa kɛɾkeʈa ɲɛl-a.,iɲ | d̪ɔ | bəslə | aɾ | bagʰa kɛɾkeʈa | ɲɛl-a,1SG | TOP | small.adze | and | shrike | see-FIN,
synthetic_bangla_glossed.eaf,9534,20958583,20961292,[SYN.9534] আমি শ্বাস ও অপচয় দেখব।,I will see the breath and the waste.,iɲ d̪ɔ bao̯ aɾ apt͡ʃo ɲɛla.,iɲ d̪ɔ bao̯ aɾ apt͡ʃo ɲɛl-a.,iɲ | d̪ɔ | bao̯ | aɾ | apt͡ʃo | ɲɛl-a,1SG | TOP | breath | and | waste | see-FIN,
synthetic_paradigm_glossed.eaf,9535,20961292,20963256,[SYN.9535] তোমার পরাজয় ভালো।,Your beating is good.,amaʔ alao̯ d̪ɔ mɔ̃ɟa.,am-aʔ alao̯ d̪ɔ mɔ̃ɟ-a.,am-aʔ | alao̯ | d̪ɔ | mɔ̃ɟ-a,2SG-GEN | beating | TOP | good-FIN,
synthetic_school_dialogue_glossed.eaf,9536,20963256,20965965,[SYN.9536] গতকাল আমরা ভাষা পড়ে বাড়িতে আসব।,"Yesterday, we study the language and then come to the house.",hɔlaɾɛ alɛ pɘɾsi paɽha͡o̯kat̪ɛ ɔɽaʔɾɛ hiɟuʔa.,hɔla-ɾɛ alɛ pɘɾsi paɽha͡o̯-kat̪ɛ ɔɽaʔ-ɾɛ hiɟuʔ-a.,hɔla-ɾɛ | alɛ | pɘɾsi | paɽha͡o̯-kat̪ɛ | ɔɽaʔ-ɾɛ | hiɟuʔ-a,yesterday-LOC | 1PL.EXCL | language | study-CVB | house-LOC | come-FIN,
synthetic_texts_glossed.eaf,9537,20965965,20967580,[SYN.9537] উলটি পরিষ্কার।,The wool is clean.,bʰiɖi up̕ d̪ɔ sapʰaa.,bʰiɖi up̕ d̪ɔ sapʰa-a.,bʰiɖi up̕ | d̪ɔ | sapʰa-a,wool | TOP | clean-FIN,
synthetic_texts_glossed.eaf,9538,20967580,20969174,[SYN.9538] ইংল্যান্ডে একটি মাথা ঘোরা আছে।,There is a vertigo in the england.,bilətɾɛ bʰãoɾi menaa.,bilət-ɾɛ bʰãoɾi mena-a.,bilət-ɾɛ | bʰãoɾi | mena-a,england-LOC | vertigo | exist-FIN,
synthetic_paradigm_glossed.eaf,9539,20969174,20971338,[SYN.9539] আমার পিঁপড়া ভালো।,My ant is good.,iɲaʔ muc̚ʔ d̪ɔ mɔ̃ɟa.,iɲ-aʔ muc̚ʔ d̪ɔ mɔ̃ɟ-a.,iɲ-aʔ | muc̚ʔ | d̪ɔ | mɔ̃ɟ-a,1SG-GEN | ant | TOP | good-FIN,Synthetic GEN + TOP clause using pronoun markers from ground truth.
synthetic_school_dialogue_glossed.eaf,9540,20971338,20974254,[SYN.9540] গতকাল তারা মাছ কিনে গ্রামে যাবে।,"Yesterday, they buy the fish and then go to the village.",hɔlaɾɛ oŋko haku kiɾiɲkat̪ɛ at̪oɾɛ calaʔa.,hɔla-ɾɛ oŋko haku kiɾiɲ-kat̪ɛ at̪o-ɾɛ calaʔ-a.,hɔla-ɾɛ | oŋko | haku | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | calaʔ-a,yesterday-LOC | 3PL.ANIM | fish | buy-CVB | village-LOC | go-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_paradigm_glossed.eaf,9541,20974254,20975767,[SYN.9541] আমি জিহ্বা দেখেছিলাম।,I saw the tongue.,iɲiɲ alaŋ ɲɛlkeda.,iɲ-iɲ alaŋ ɲɛl-ked-a.,iɲ-iɲ | alaŋ | ɲɛl-ked-a,1SG-1SG | tongue | see-PST-FIN,Synthetic PST-FIN transitive pattern using dictionary/core lexicon.
synthetic_dialogues_glossed.eaf,9542,20975767,20979219,"[SYN.9542] সে মধু খাবে, কিন্তু খাবার খাবে না।","He/she will eat the honey, but does not eat the food.",uni d̪ɔ ɲɛlɛɾasa ɟɔma mɛnkʰan ɟɔmaʔ bai̯ ɟɔma.,uni d̪ɔ ɲɛlɛɾasa ɟɔm-a mɛnkʰan ɟɔmaʔ ba-i̯ ɟɔm-a.,uni | d̪ɔ | ɲɛlɛɾasa | ɟɔm-a | mɛnkʰan | ɟɔmaʔ | ba-i̯ | ɟɔm-a,3SG.ANIM | TOP | honey | eat-FIN | but | food | NEG-3SG.ANIM | eat-FIN,
synthetic_paradigm_glossed.eaf,9543,20979219,20981389,[SYN.9543] তার বাদ পড়া পরিষ্কার।,His/her omission is clean.,uniaʔ bʰul t͡ʃuk d̪ɔ sapʰaa.,uni-aʔ bʰul t͡ʃuk d̪ɔ sapʰa-a.,uni-aʔ | bʰul t͡ʃuk | d̪ɔ | sapʰa-a,3SG-GEN | omission | TOP | clean-FIN,
synthetic_school_dialogue_glossed.eaf,9544,20981389,20984233,[SYN.9544] সেই সময় সে কথা পড়ে কুয়ায় যাবে।,"At that time, he/she study the word and then go to the well.",ɔkt̪ɛɾɛ uni kat̪ʰa paɽha͡o̯kat̪ɛ kuɲɾɛ calaʔa.,ɔkt̪ɛ-ɾɛ uni kat̪ʰa paɽha͡o̯-kat̪ɛ kuɲ-ɾɛ calaʔ-a.,ɔkt̪ɛ-ɾɛ | uni | kat̪ʰa | paɽha͡o̯-kat̪ɛ | kuɲ-ɾɛ | calaʔ-a,time-LOC | 3SG.ANIM | word | study-CVB | well-LOC | go-FIN,
synthetic_paradigm_glossed.eaf,9545,20984233,20986171,[SYN.9545] তার স্কুল পরিষ্কার।,His/her school is clean.,uniaʔ iskul d̪ɔ sapʰaa.,uni-aʔ iskul d̪ɔ sapʰa-a.,uni-aʔ | iskul | d̪ɔ | sapʰa-a,3SG-GEN | school | TOP | clean-FIN,
synthetic_texts_glossed.eaf,9546,20986171,20987742,[SYN.9546] শোকটি গুরুত্বপূর্ণ।,The grief is important.,bedna d̪ɔ ɟɘɾuɽa.,bedna d̪ɔ ɟɘɾuɽ-a.,bedna | d̪ɔ | ɟɘɾuɽ-a,grief | TOP | important-FIN,
synthetic_texts_glossed.eaf,9547,20987742,20989468,[SYN.9547] গ্রামে একটি অনুচিত আচরণ আছে।,There is an impropriety in the village.,at̪oɾɛ baŋ ganok̕ak̕ menaa.,at̪o-ɾɛ baŋ ganok̕ak̕ mena-a.,at̪o-ɾɛ | baŋ ganok̕ak̕ | mena-a,village-LOC | impropriety | exist-FIN,
synthetic_paradigm_glossed.eaf,9548,20989468,20991295,[SYN.9548] তোমরা পিঁপড়া দেখেছিলে।,You all saw the ant.,apɛpɛ muc̚ʔ ɲɛlkeda.,apɛ-pɛ muc̚ʔ ɲɛl-ked-a.,apɛ-pɛ | muc̚ʔ | ɲɛl-ked-a,2PL-2PL | ant | see-PST-FIN,
synthetic_texts_glossed.eaf,9549,20991295,20992957,[SYN.9549] দুইটি পরিষ্কার।,The two is clean.,baɾ d̪ɔ sapʰaa.,baɾ d̪ɔ sapʰa-a.,baɾ | d̪ɔ | sapʰa-a,two | TOP | clean-FIN,
synthetic_texts_glossed.eaf,9550,20992957,20994651,[SYN.9550] ভাদ্র মাসটি ভালো।,The august-september is good.,bʰadɔɾ d̪ɔ mɔ̃ɟa.,bʰadɔɾ d̪ɔ mɔ̃ɟ-a.,bʰadɔɾ | d̪ɔ | mɔ̃ɟ-a,august.september | TOP | good-FIN,
synthetic_paradigm_glossed.eaf,9551,20994651,20996781,[SYN.9551] আমাদের রক্তমূত্র গুরুত্বপূর্ণ।,Our haematuria is important.,alɛaʔ aɾak̕ d͡ʒʰaɾ d̪ɔ ɟɘɾuɽa.,alɛ-aʔ aɾak̕ d͡ʒʰaɾ d̪ɔ ɟɘɾuɽ-a.,alɛ-aʔ | aɾak̕ d͡ʒʰaɾ | d̪ɔ | ɟɘɾuɽ-a,1PL.EXCL-GEN | haematuria | TOP | important-FIN,
synthetic_paradigm_glossed.eaf,9552,20996781,20998875,[SYN.9552] তোমার হরিণ ভালো।,Your buck is good.,amaʔ badaɾ d̪ɔ mɔ̃ɟa.,am-aʔ badaɾ d̪ɔ mɔ̃ɟ-a.,am-aʔ | badaɾ | d̪ɔ | mɔ̃ɟ-a,2SG-GEN | buck | TOP | good-FIN,
synthetic_school_dialogue_glossed.eaf,9553,20998875,21001741,[SYN.9553] গতকাল তোমরা মোবাইল ফোন কিনে গ্রামে কাজ করবে।,"Yesterday, you all buy the mobile phone and then work in the village.",hɔlaɾɛ apɛ mɔbaĭl pʰon kiɾiɲkat̪ɛ at̪oɾɛ kɘmia.,hɔla-ɾɛ apɛ mɔbaĭl pʰon kiɾiɲ-kat̪ɛ at̪o-ɾɛ kɘmi-a.,hɔla-ɾɛ | apɛ | mɔbaĭl pʰon | kiɾiɲ-kat̪ɛ | at̪o-ɾɛ | kɘmi-a,yesterday-LOC | 2PL | mobile.phone | buy-CVB | village-LOC | work-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_texts_glossed.eaf,9554,21001741,21003508,[SYN.9554] বাসস্থানে একটি সতর্কবাণী আছে।,There is an alarm in the dwelling place.,basɾɛ bʰāe menaa.,bas-ɾɛ bʰāe mena-a.,bas-ɾɛ | bʰāe | mena-a,dwelling.place-LOC | alarm | exist-FIN,
synthetic_school_dialogue_glossed.eaf,9555,21003508,21006406,[SYN.9555] সেই সময় তুমি মাছ কিনে কুয়ায় খেলবে।,"At that time, you buy the fish and then play in the well.",ɔkt̪ɛɾɛ am haku kiɾiɲkat̪ɛ kuɲɾɛ gat̪ea.,ɔkt̪ɛ-ɾɛ am haku kiɾiɲ-kat̪ɛ kuɲ-ɾɛ gat̪e-a.,ɔkt̪ɛ-ɾɛ | am | haku | kiɾiɲ-kat̪ɛ | kuɲ-ɾɛ | gat̪e-a,time-LOC | 2SG | fish | buy-CVB | well-LOC | play-FIN,Synthetic sequential CVB clause with -kat̪ɛ.
synthetic_bangla_glossed.eaf,9556,21006406,21009098,[SYN.9556] আমরা গবাদিপশুর পাতলা পায়খানা ও দেওয়াল দেখব।,We will see the scouring in cattle and the wall.,alɛ d̪ɔ aɽhəi̯ə aɾ bʰit ɲɛla.,alɛ d̪ɔ aɽhəi̯ə aɾ bʰit ɲɛl-a.,alɛ | d̪ɔ | aɽhəi̯ə | aɾ | bʰit | ɲɛl-a,1PL.EXCL | TOP | scouring.in.cattle | and | wall | see-FIN,
synthetic_texts_glossed.eaf,9557,21009098,21010721,[SYN.9557] স্কুলে একটি বেঁকানো যন্ত্র আছে।,There is a brace for boring in the school.,iskulɾɛ bʰãoɾa menaa.,iskul-ɾɛ bʰãoɾa mena-a.,iskul-ɾɛ | bʰãoɾa | mena-a,school-LOC | brace.for.boring | exist-FIN,
synthetic_texts_glossed.eaf,9558,21010721,21012516,[SYN.9558] নিকটবর্তী এলাকাে একটি বেত গাছ আছে।,There is a rattan in the vicinity.,aɖe ʈolaɾɛ bɛ̃t menaa.,aɖe ʈola-ɾɛ bɛ̃t mena-a.,aɖe ʈola-ɾɛ | bɛ̃t | mena-a,vicinity-LOC | rattan | exist-FIN,
synthetic_texts_glossed.eaf,9559,21012516,21014307,[SYN.9559] বাসস্থানে একটি পক্ষাঘাত আছে।,There is a hemiplegia in the dwelling place.,basɾɛ aɾdʰəŋgi menaa.,bas-ɾɛ aɾdʰəŋgi mena-a.,bas-ɾɛ | aɾdʰəŋgi | mena-a,dwelling.place-LOC | hemiplegia | exist-FIN,Synthetic LOC + exist-FIN clause matching mena-a patterns.
