bangla,english,santali
মোড়া,Sitting Tool,mɘci
মোড়া,Sitting Tool,mɘci
ঝাড়ু,The Broom,ɟɔnɔʔ
হাড়ি,Cooking Pot,ʈukuʲc̚ʔ
পাতিল,Cooking Pot,celaŋ
আয়না,The Mirror,ɘɾsi
চিরুনি,The Comb,nɘkiʲc̚ʔ
তালা,The Lock,kulup̚
চাবি,The Key,cʰɔɽan
ঝুড়ি,The Basket,kʰɘc̚lɘʔ
ছোটবেলার বাগান,Childhood garden,
ছোটবেলায় আমাদের বাড়ির সামনে একটা বাগান ছিল।,There was a garden in front of our house.,kɘʈiʲc̚ʔ ɔk̚t̪ɛ alɛ ɔɽaʔ samaŋɾɛ miʔʈɛn bagan t̪ahɛ̃kana.
সেই বাগানে বিভিন্ন রকমের ফুল ও ফলের গাছ ছিল।,There were different kinds of flowers and fruit trees in that garden.,ɔna baganɾɛ a͡i̯malɛkan baha aɾ ɟɔː d̪aɾe t̪ahɛ̃kana.
বাগানের এক পাশে শাকসবজির ক্ষেতও ছিল।,There was also a vegetable field on one side of the garden.,bagan ɾe.jaʔ mit̪̚ʔaɽeɾɛ aɽaʔsakam hɔ̃ t̪ahɛ̃kana.
ছুটির দিনে আমি আর আমার বোন সেই বাগানে কাজ করতাম।,My sister and I used to work in that garden on holidays.,cʰuʈi d̪inɾɛ iɲ aɾ misɾaɲd̪ɔ ɔna baganɾɛliɲ kɘmi.jɛt̚ʔ t̪ahɛ̃kana.
সব গাছে পানি দিতাম এবং আগাছা পরিস্কার করতাম।,We used to water all the plants and cleaned the weeds.,ɛʈaʔ d̪aɾeko t̪ut̪̚ʔgiɖikat̪ɛ ɟɔt̪ɔ daɾeɾɛ d̪aʔliɲ d̪ulɛt̪̚ʔt̪ahɛ̃kana.
মাঝেমাঝে সার হিসেবে গোরুর গোবর ও ছাই দিতাম।,Sometimes we used cow dung and ash as fertilizers.,ɔk̚t̪ɛ ɔk̚t̪ɛ saɾ lɛkat̪ɛ guɾiʲc̚ʔ aɾ t̪ɔɾɔʲc̚ʔliɲ laga͡ɔ̯ɛt̪̚ʔt̪ahɛ̃kana.
"গাছে যখন ফুল ফুটতো ও ফল ধরতো, তখন আমাদের অনেক ভালো লাগত।",We felt so great when the trees blossomed and bore fruit.,d̪aɾeɾɛ ɟɔ aɾ baha ɲɛlɔʔɾɛ ɘɖi ɾɘskɘliɲ buɟʰhɘo͡ɛ̯t̪̚ʔt̪ahɛ̃kana.
কোনো ফল অনেক বেশি ধরলে সেগুলো বাজারে বিক্রি করা হতো।,"If any fruits were great in number, they were sold in the market.",ɟahã ɟɔ ɖheɾ sap̚ʔlɛnkʰan ɔna d̯ɔ baɟaɾɾɛlɛ ɘkʰɾiɲɛt̪̚ʔ t̪ahɛ̃kana.
একদিন বাগানে কাজ করার সময় একটা পোকা আমার হাতে কামড় দিয়েছিল।,"One day while working in the garden, an insect bit my hand.",mit̪̚ʔd̪in kɘmi ɔk̚t̪ɛɾɛ mit̪̚ʔʈɛn t̪eɟud̪ɔ t̪i.jɛː gɛɾkɛt̪̚ʔt̪iɲa.
তখন হাত ফুলে গিয়েছিল এবং ব্যথা হয়েছিল।,My hand was swollen at that time and it was painful.,unɾɛ t̪i d̪ɔ pʰulɘo͡ɛ̯na aɾ hasolid̪iɲa.
ওষুধ লাগানোর পর হাত ভালো হয়েছিল।,"After applying the medicine, my hand got better.",ɾan laga͡o̯ t̪a.jɔm t̪i d̪ɔ boge.jɛn t̪iɲa.
হাসি,Smile,land̪a
কান্না,Cry,ɾaʔ
আনন্দ,Joy,ɾɘskɘ
রাগ,Anger,ɾaŋga͡o̯
ভয়,Fear,bɔt̪ɔɾ
চিন্তা,Thinking,hud̪is
সাহস,Courage,himmɘt̪
দয়া,Kindness,d̪a.ja
ভালোবাসা,Love,d̪ulɘɽ
আদর,Adore,d̪ulɘɽ
ঘৃণা,Hatred,hiɾkʰɘ
রান্নাঘর,Kitchen,culhɘ ɔɽaʔ
ভাত,Rice,d̪aka
ডাল,Lentil,d̪ɘl
ডিম,Egg,bele
তরকারি,Curry,ut̪u
সকালের খাবার/ প্রাতরাশ,Breakfast,baske.jaʔ
দুপুরের খাবার,Lunch,maɲɟan
রাতের খাবার,Dinner,ked̪oʔ
মুড়ি,Puffed rice,kʰɘɟɘɽi
চিড়া,Flattened rice,t̪abɛn
গুড়,Jaggery,guɽ
লবণ,Salt,buluŋ
মাংস,Meat,ɟel
মুরগীর মাংস,Chicken,sim ɟel
গরুর মাংস,Beef,ɖaŋɾa ɟel
খাসির মাংস,Mutton,mɛɾɔm ɟel
শুকরের মাংস,Pork,sukɾi ɟel
শৈশব/ ছোটবেলা আমাদের সকলের জীবনের আনন্দের সময়।,Childhood is the happiest time in all of our lives.,ɟɔt̪ɔhɔɽaʔ ɟiŋgiɾɛ gid̪ɾɘ ɔk̚t̪ɛd̪ɔ ɾɘskɘ ɾenaʔ ɔk̚t̪ɛ kana.
কোনো মানুষই তার শৈশবের স্মৃতিকে/ কথা ভুলতে পারে না।,No one can forget his/ her childhood memories.,ɟaha͡i̯ mano̯͡age gid̪ɾɘ ɔk̚t̪ɛɾenaʔ d̪inisɘd̪ɔko d̪isɘ͡i̯ge.ja.
সকালে ঘুম থেকে উঠে হাতমুখ ধুয়ে খাবার খেয়ে স্কুলে যেতাম।,"I used to wake up in the morning, wash my hands and legs, eat food and go to school.",sɛt̪aʔɾɛ beɾet̪̚ʔkat̪ɛ t̪i ɟaŋga ɘɾup̚ʔsapʰa kat̪ɛ ɟɔm ɲu baɽa kat̪ɛ iskuliɲ calaʔkan tahɛ̃kana.
স্কুল থেকে ফিরে দুপুরের খাবার খেয়ে বন্ধুদের সাথে খেলতে যেতাম।,After coming back from the school I used to go out to play with my friends after having done with my lunch.,iskulkʰɔn ɾu͡ɘ̯ɽ kat̪ɛ maɲɟan ɟɔm t̪ajɔm gat̪eko sã͡o̯ ɛnɛʲc̚ʔiɲ calaʔkant̪ahɛ̃kana.
"বাবা-মা বকা দিতেন, তবুও তাদের নিষেধ শুনতাম না।","Parents used to scold me, but still, I did not listen to their prohibitions.",gɔgɔbabakin ɛgɛɾɛʔkantahɛ̃ɾɛ̃hɔ ɛnhɔ̃ mana d̪ɔ bɘɲ aɲɟɔmɛt̪̚ʔ t̪ahɛ̃kana.
"শীত, গ্রীষ্ম, বর্ষা — সব ঋতুতেই/ সময়ই আমরা মাঠে খেলাধুলা করতাম।","We used to play sports in the field in all the seasons/ times of winter, summer and monsoon.","ɾe.jaɽ, lɔlɔ aɾ bɘɾsɘ ɔk̚t̪ɛ sanam ɔkt̪ɛɾɛ maʈht̪ɛ gat̪ɛʔlɛ calaʔkan t̪ahɛ̃kana."
আমরা সবচেয়ে বেশি আনন্দ করতাম উৎসবের/ পার্বণের সময়ে।,We used to enjoy the most during the festivals.,alɛd̪ɔ ɖʰeɾlɛ ɾɘskɘʔ kant̪ɛhɛ̃ʔa pɔɾɔb ɔk̚t̪ɛɾɛ.
নতুন জামাকাপড় পরে প্রতিবেশী ও বন্ধুবান্ধবের বাড়িতে বেড়াতে যেতাম।,Used to wear new clothes and visit neighbors and friends' houses.,nao͡a̯ kic̚ɾiʲc̚ʔ hɔɾɔʔ kat̪ɛ aɖɛ ʈɔlaɾɛn aɾ gat̪ekoʈʰɛn d̪aɽanlɛ calaʔkant̪ahɛ̃kana.
শৈশবে সবচেয়ে খারাপ লাগতো বাবা-মায়ের শাসন।,"In childhood, the rules and regulations of the parents felt the worst.",gid̪ɾɘ ɔkt̪ɛ ɟɔt̪ɔkʰɔn bɘɽiʲc̚ʔ ikɘʔkant̪ahɛ̃ʔa gɔgɔ babao͡a̯ʔ sasɔn.
কী করবো আর কী করবো না — এসব নিয়ে তারা আদেশ করতেন।,What to do and what not to do - they used to set boundaries on all these.,cɛt̪̚ʔiɲ ceka.ja aɾ cɛt̪̚ʔ bɘɲ cɛka.ja ɔna ni.jɘge gɔgɔ babad̪ɔkin hukumɛt̪̚ʔ t̪ahẽkana.
"কিন্তু বড় হওয়ার বুঝতে পারি, সেই শাসন আমাদের ভালোর জন্যই ছিল।","But when I grew up, I realized that discipline was necessary for our wellbeing.",mɛnɛʔ haɾa buɾu kat̪ɛʔiɲ buɟʰhɘ͡o̯ked̪a ɔna sasɔn d̪ɔ niɟeɾaʔ bʰɘlɘi̯ lɘgit̪̚ʔge t̪ahɛ̃kana.
শৈশবের বন্ধুবান্ধবকে কেউ কোনোদিন ভোলে না।,No one ever forgets their childhood friends.,gid̪ɾɛ ɔkt̪ɛɾɛn gat̪ed̪ɔ bako hiɽiɲɔʔa.
সকল শিশুর শৈশব আনন্দে কাটুক।,May all the children have a happy childhood.,ɟɔt̪ɔ gid̪ɾɘo͡a̯ʔ gid̪ɾɘ ɔk̚t̪ɛd̪ɔ ɾɘskɘɾege kʰɛmaʔma.
পৃথিবীর সমস্ত ভাষা বেঁচে থাকুক।,Long live all the languages of the world.,d̪ʰɘɾt̪i ɾe.jaʔ sanam pɘɾsi baɲca͡o̯ t̪ahɛnma.
আপনার যাত্রা শুভ হোক।,Have a safe journey.,amaʔ d̪aɽan bʰage ho.joʔma. #3 ঈশ্বর তোমার মঙ্গল করুন। God/Creator bless you. [sisiɾɟɘ͡o̯iʲc̚ʔ amaʔ bʰage͡i̯ ho͡i̯ oco͡i̯ma.
ঈশ্বর আপনার মঙ্গল করুন।,God/Creator bless you.,sisiɾɟɘ͡o̯iʔ amaʔ bʰɘlɘ͡i̯ɛ ho͡i̯ oco͡i̯ma.
ভগবান আপনার মঙ্গল করুন।,God bless you.,sisiɾɟɘ͡o̯iʔ amaʔ bʰɘlɘ͡i̯ɛ ho͡i̯ oco͡i̯ma.
দীর্ঘজীবী হোন।,May you live long.,ɘɖid̪in baɲca͡o̯ t̪ahɛnmɛ.
দীর্ঘজীবী হও।,May you live long.,ɘɖid̪in baɲca͡o̯ t̪ahɛnmɛ.
সবাই সুখী হোক।,May everyone be happy.,sanamko̯͡aʔ suluk ho.joʔma.
তুমি দ্রুত সুস্থ হয়ে ওঠো।,Get well soon.,am usɘɾa pʰaɾna͡o̯ gɔd̪ɔʔmɛ.
"শিয়ালটি মুরগী নিয়ে পালিয়ে গেল, কিন্তু আমরা কেউ কিছু করতে পারলাম না, কারণ আমরা কেউ শিয়ালের মতো দৌড়াতে পারি না।","The fox ran away with the chicken, but none of us could do anything, because none of us could run like a fox.","t̪o.joma simɛ ɘt̪̚kiɾ id̪i kid̪i, mɛnkʰan alɛ d̪ɔ cɛt̪̚ʔhɔ̃ balɛ cɛka d̪aɽe.jad̪e̯͡a, ced̪aʔ ɟe alɛ d̪ɔ t̪o.jolɛka balɛ d̪ɘɽ d̪aɽe.jaʔa."
"যেদিন শহরে গিয়েছিলাম, সেদিন মা আমাকে মুরগী কিনে আনতে বলেছিলেন, কিন্তু আমার কাছে টাকা ছিল না।","On the day I went to town, my mother asked me to buy chicken, but I had no money.","ɔka hilɘʔ sɔhɔɾt̪ɛɲ cala͡o̯lɛn, unhilɘʔgi iɲ gɔgɔ d̪ɔ sim kiɾiɲ ɘgu.jɛ met̪ad̪iɲ t̪ahɛ̃kana, mɛnkʰan iɲ ʈʰɛn d̪ɔ unɘʔ ʈaka baŋ t̪ahɛ̃kana."
"আমার বাচ্চার যদিও খিদে লেগেছে, কিন্তু সে ভাত খাবে না, অথচ চকলেট কিনে দিলে ঠিকই খাবে।","Although my child is hungry, he won't eat rice, but if I buy him chocolate, he will definitely eat it.","iɲɾɛn gid̪ɾɘ ɾɛŋgɛʲc̚ʔĕd̪iɾɛ hɔ̃ d̪aka ba͡i̯ ɟɔːma, mɛnkʰan cɔk̚lɛʈ kiɾiɲa͡i̯kʰan ɔna d̪ɔ͡i̯ ɟɔmge̯͡a."
সে খুবই বুদ্ধিমান তবুও সে এই বোকামিটা করল এবং সমস্যায় পড়ল।,He is very intelligent yet he did this stupid thing and got into trouble.,uni d̪ɔ ɘɖi ɘkilan hɔɽkan ɾɛhɔ̃ noŋka͡i̯ kɘmiked̪a aɾ kʰaõ̯͡aɾlɛka ɛ̃ʈkɛʈɔ̃ɽɛɾɛ.jɛ ɲuɾɛna.
ভাই।,Brother.,bɔ͡i̯ha.
নীতু শিশুটিকে দেখলো।,Neetu saw that child.,nit̪u d̪ɔ gid̪ɾɘ͡i̯ ɲɛlked̪e.ja.
Sujon's younger brother.,,suɟɔnɾɛn bɔkɔt̪̚ʔ bɔ͡i̯ha.
Your grandfather/ father’s elder brother.,,apɛɾɛn maɾaŋba.
His/ Her home.,,uni.jaʔ ɔɽaʔ
My home.,,iɲaʔ ɔɽaʔ.
Your tree.,,amaʔ d̪aɾe.
Made of sticks.,,d̪aɾe ɾe.jaʔ ɖɘɾt̪ɛ t̪e̯͡aɾakana.
বাঁশের লাঠি।,Stick of bamboo.,mãt̪̚ʔ ɾe.jaʔ ʈʰeŋga.
ভাইয়ের কাছে এসেছি।,I have come to brother.,bɔ͡i̯ha ʈʰɛniɲ hɛʲc̚ʔakana.
মায়ের কাছে যাবো।,I will go to mother.,gɔgɔ ʈʰɛniɲ cala.a.
লাঠি দিয়ে আম পাড়বো।,I will knock down mangoes with a stick.,ɖaŋkaɽt̪ɛ uliɲ t̪i̯͡ɘga.
স্কুলে যাবো।,I will go to school.,iskult̪ɛɲ cala.a.
বাড়িতে যাবো।,I will go home.,ɔɽaʔt̪ɛɲ cala.a.
কলম দিয়ে লিখবো।,I will write with a pen.,kɔlɔmt̪ɛɲ ɔːla.
তার সাথে খেলবো।,I will play with him.,uni sã͡o̯t̪ɛɲ gat̪e.a.
তোমার সাথে বাড়ি যাবো।,I will go home with you.,am sã͡o̯t̪ɛ ɔɽaʔiɲ cala.a.
ভাইয়ের সাথে কথা বলি।,I am talking to brother.,bɔ͡i̯ha sã͡o̯t̪ɛ kat̪ʰaɲ ɾɔɽa.
পুকুরের দিকে গিয়েছে।,(He/ She) have gone for the pond.,pukʰɾi sɛʲc̚ʔɛ cala͡o̯akana.
সামনের দিকে হাঁটো।,Walk forward.,lahasɛʲc̚ʔ calaʔme.
গাছ থেকে পড়ে গেলো।,Fell from the tree.,d̪aɾekʰɔnɛ ɲuɾhɘ.jena.
ওপর থেকে দেখছে।,Watching from above.,cet̪an kʰɔnɛ ŋɛlɛd̪a.
সেখান থেকেই শুরু করো।,Start from there.,ɔnɖɛkʰɔnge ɛhɔbmɛ.
এখান থেকে নাও।,Take it from here.,nɔnɖɛ kʰɔn hat̪a͡o̯mɛ.
এর থেকে সে ভালো।,He/ She is better than this.,nui̯͡kʰɔn unigi͡i̯ bʰage̯͡a.
পানিতে ডুবে গেলো।,Drowned in water.,d̪aʔɾɛ unumɛna.
মাটিতে (মেঝেতে) বসো।,Sit on the ground/ floor.,ɔt̪̚ʔɾɛ d̪uɽubɔʔmɛ.
বাক্সে রেখে দাও।,Put it in the box.,baksɔɾɛ d̪ɔhɔkam.
His grandfather.,,uniɾɛn haɽamba.
তার কথা যে কী সুন্দর !,His/ Her words are so beautiful!,uni.jaʔ kat̪ʰa ɟe t̪inɘʔ mɔ̃ːɟ!
কী সুন্দর!,How beautiful!,t̪inɘʔ mɔ̃ːɟ
ইশ্‌! যদি পাখির মতো উড়তে পারতাম!,Alas! If I could fly like a bird!,isː ɟud̪i cɛ̃ɽɛ̃lɛkaɲ uɖɘ͡o̯ d̪aɽe.jaʔkan.
হায়! কী থেকে কী হয়ে গেল!,Alas! What just happened from what!,ha͡i̯ɾe! cet̪̚ʔ kʰɔn cɛt̪̚ʔ ho͡i̯ena!
ছিঃ এমন কাজ আপনি করতে পারলেন!,Shame! How could you do such deed!,cʰiː! noŋkan kɘmi amɛm d̪aɽe.jaʔkana.
আজ কী যে আনন্দ/ভালো লাগছে!,How happy I’m feeling today!,t̪eheɲ t̪inɘʔ ɟe ɾɘskɘ ikɘʔkan.
ছিঃ এমন কাজ তোমায় মানায় না!,Shame! such work doesn’t define you!,cʰiːh! noŋkan kɘmi amaʔ baŋ saɟao̯͡aʔkana.
"আহ, কী আরাম!","Ah, what a relief!","aːh, t̪inɘʔ aɾam."
এও কী সম্ভব!,What! Is that even possible!,ni̯͡ɘ hɔ̃ d̪aɽeo̯͡aʔa.
হতে পারে আপনারা ভুল ঠিকানায় এসেছেন।,You may have come to the wrong address.,ho͡i̯ d̪aɽeʔa apɛ bʰul ʈɛ̃͡o̯ɾɛpɛ hɛʲc̚ʔakana.
বোধহয় তোমাকে দিয়েই কাজটা হবে।,Perhaps the work will be done by you.,pasɛʲc̚ʔ amhɔt̪ɛtege ni̯͡ɘ kɘmi ho.jo.a.
মনে হয় টাকাটা এখন আর লাগবে না ।,It seems that the money will not be needed anymore.,pasɛʲc̚ʔ kɘ͡u̯ɖi d̪ɔ nit̪̚ʔ aɾ baŋ laga.a.
ধরে নিলাম আপনিই সঠিক।,I am assuming you are right.,sap̚ʔkid̪ɘɲ amge ʈʰik.
আজকে মনে হয় স্যার আসবেন না।,It seems that sir will not come today.,t̪eheɲ pasɛʲc̚ʔ mãhasɔ͡i̯ ba͡i̯ hiɟu.a.
আমার মনে হয় জ্বর আসতে পারে।,I think I will might have a fever.,iɲaʔ mɔnɛ ho.joʔkana ɾu̯͡͡ɘ hɛʲc̚ʔ d̪aɽe.jaʔa.
কাজটি হয়তো সে-ই করেছে।,He/ she may have done the job.,kɘmi d̪ɔ pasɛʲc̚ʔ uni͡i̯ kɔɾa͡o̯kad̪a.
আমি মনে হয় তাকে চিনেছি।,I think I have recognized him.,iɲaʔ mɔnɛ ho.joʔkana uniɲ oɾomkɘd̪i̯͡a.
আপনাকে আবার আসতে হতে পারে।,You may have to come again.,amd̪ɔ pasɛʲc̚ʔ aɾhɔ̃ hɛʲc̚ʔ laga͡o̯ma.
তার মনে হয় অনেক টাকা।,Maybe he has a lot of money.,uni̯͡aʔ pasɛʲc̚ʔ a͡i̯ma kɘ͡u̯ɖi.
আজকে বৃষ্টি হতে পারে।,It may rain today.,t̪eheɲ d̪aʔ hɛʲc̚ʔ d̪aɽe.jaʔa.
ওদিকে যাওয়া উচিত হবে না।,We/you/they Shouldn't go there.,ɔnt̪ɛ cala͡o̯ ʈʰik baŋ ho.jo.a.
এবার মনে হয় ফসল হবে না।,This time it seems that there will be no harvest.,ni̯͡ɘbaɾ pasɛʲc̚ʔ abad̪ baŋ ho.jo.a.
আমি কালকে ঢাকা যেতে পারি।,I may go to Dhaka tomorrow.,gapa iɲ ɖʰakaɲ cala͡o̯ d̪aɽe.jaʔa.
মাতৃভাষায় কথা না বললে ভাষা বেঁচে থাকে না।,"If the mother tongue is not spoken, the language does not survive.",gɔgɔ pɘɾsit̪ɛ kat̪ʰa baŋ ɾɔɽlekʰan paɾsi baŋ baɲca͡o̯ăʔa.
আমি আগামীকাল কোথাও যাব না।,I'm not going anywhere tomorrow.,gapa iɲ ɔkat̪ɛhɔ̃ bɘɲ cala.a.
আমি ক্রিকেট খেলতে পারি না।,I can't play cricket.,iɲ kɾikeʈ̚ bɘɲ gat̪ed̪aɽe.jaʔa.
আমি সাঁতার কাটতে পারব না।,I will not be able to swim.,iɲ bɘɲ pa͡i̯ɾa d̪aɽe.jaʔa.
তিনি আগামীকাল আসবেন না।,He won't come tomorrow.,gapa uni ba͡i̯ hɘɟu.a.
তিনি গতকাল আসেননি।,He didn't come yesterday.,hɔla uni ba͡i̯ hɛʲc̚ʔlɛna.
তিনি আগামীকাল আসবেন না।,He won't come tomorrow.,gapa uni ba͡i̯ hɘɟu.a.
আমি আগামীকাল আসব না।,I won't come tomorrow.,gapa iɲ bɘɲ hɘɟu.a.
গতকাল বৃষ্টি হয়নি।,It didn't rain yesterday.,hɔla ba͡i̯ d̪aʔled̪a.
আজকে রোদ ওঠেনি।,The sun didn't rise today.,t̪eheɲ ba͡i̯ set̪oŋakad̪a.
গতকাল রোদ ওঠেনি।,The sun didn't rise yesterday.,hɔla ba͡i̯ set̪oŋled̪a.
সে ক্লাসে উপস্থিত ছিল না।,He was not present in class.,uni kilɘsɾɛ ba͡i̯ t̪ahɛkana.
এসব কথা তিনি মুখেও আনতে পারতেন না।,He could not even have brought these words to his mouth.,no̯͡ako kat̪ʰa uni mɔca ɾɛhɔ̃ ba͡i̯ ɘgu d̪aɽeke̯͡a.
এসব কথা সে মুখেও আনতে পারত না।,He could not have brought these words to his mouth.,no̯͡ako kat̪ʰa uni mɔcaɾɛhɔ̃ ba͡i̯ ɘgu d̪aɽeke̯͡a.
ওরা বেশি রাত জাগে না।,They don't stay up late.,oŋko ɟɘst̪i ɲind̪ɘ bɘko bɛŋgɛd̪a.
